weekly_from_mon,가맹점업종명,결제상품명,결제총액,결제횟수
2019-03-25,유통업 영리,양주사랑카드,7600,1
2019-03-25,일반휴게음식,양주사랑카드,26200,2
2019-03-25,일반휴게음식,여주사랑카드,14000,1
2019-04-01,건축자재,양주사랑카드,16500,1
2019-04-01,건축자재,여주사랑카드,5000,1
2019-04-01,기타의료기관,양주사랑카드,1000000,1
2019-04-01,농업,안성사랑카드,28600,1
2019-04-01,레저업소,광명사랑화폐,21900,2
2019-04-01,레저업소,군포愛머니,3000,1
2019-04-01,레저업소,부천페이,310700,3
2019-04-01,레저업소,수원페이,47500,3
2019-04-01,레저업소,안산사랑상품권 다온,21000,1
2019-04-01,레저업소,여주사랑카드,69800,4
2019-04-01,레져용품,광명사랑화폐,12000,1
2019-04-01,레져용품,안산사랑상품권 다온,8000,1
2019-04-01,레져용품,안성사랑카드,145200,2
2019-04-01,문화.취미,광명사랑화폐,88500,3
2019-04-01,문화.취미,군포愛머니,47500,1
2019-04-01,문화.취미,부천페이,150000,2
2019-04-01,문화.취미,양주사랑카드,55000,2
2019-04-01,문화.취미,여주사랑카드,123000,2
2019-04-01,문화.취미,이천사랑지역화폐,10000,1
2019-04-01,보건위생,광명사랑화폐,177000,6
2019-04-01,보건위생,군포愛머니,41000,3
2019-04-01,보건위생,부천페이,64600,4
2019-04-01,보건위생,수원페이,490000,9
2019-04-01,보건위생,안산사랑상품권 다온,10000,1
2019-04-01,보건위생,안성사랑카드,15000,1
2019-04-01,보건위생,양주사랑카드,212000,3
2019-04-01,보건위생,여주사랑카드,174000,7
2019-04-01,사무통신,군포愛머니,6500,1
2019-04-01,사무통신,부천페이,10000,1
2019-04-01,서적문구,광명사랑화폐,60300,4
2019-04-01,서적문구,군포愛머니,86700,4
2019-04-01,서적문구,수원페이,38260,2
2019-04-01,서적문구,여주사랑카드,33900,4
2019-04-01,수리서비스,광명사랑화폐,8100,2
2019-04-01,수리서비스,군포愛머니,136500,1
2019-04-01,수리서비스,부천페이,10000,1
2019-04-01,수리서비스,수원페이,37040,2
2019-04-01,신변잡화,광명사랑화폐,10000,1
2019-04-01,신변잡화,군포愛머니,297800,3
2019-04-01,신변잡화,부천페이,9200,2
2019-04-01,신변잡화,수원페이,29500,2
2019-04-01,신변잡화,안산사랑상품권 다온,7000,1
2019-04-01,신변잡화,여주사랑카드,54900,4
2019-04-01,약국,광명사랑화폐,10200,2
2019-04-01,약국,군포愛머니,171650,6
2019-04-01,약국,부천페이,55400,5
2019-04-01,약국,수원페이,18500,3
2019-04-01,약국,안산사랑상품권 다온,47000,1
2019-04-01,약국,양주사랑카드,30900,3
2019-04-01,약국,여주사랑카드,86800,5
2019-04-01,약국,오산화폐 오색전,8000,1
2019-04-01,연료판매점,군포愛머니,160000,3
2019-04-01,연료판매점,안성사랑카드,100000,2
2019-04-01,유통업 비영리,군포愛머니,33450,2
2019-04-01,유통업 비영리,양주사랑카드,110240,4
2019-04-01,유통업 영리,광명사랑화폐,436330,40
2019-04-01,유통업 영리,군포愛머니,269310,23
2019-04-01,유통업 영리,부천페이,321820,42
2019-04-01,유통업 영리,수원페이,241360,43
2019-04-01,유통업 영리,안산사랑상품권 다온,160630,16
2019-04-01,유통업 영리,안성사랑카드,33600,6
2019-04-01,유통업 영리,양주사랑카드,87760,14
2019-04-01,유통업 영리,여주사랑카드,240740,27
2019-04-01,유통업 영리,이천사랑지역화폐,9150,1
2019-04-01,음료식품,광명사랑화폐,403250,27
2019-04-01,음료식품,군포愛머니,390330,19
2019-04-01,음료식품,부천페이,583899,34
2019-04-01,음료식품,수원페이,252070,15
2019-04-01,음료식품,안산사랑상품권 다온,40900,5
2019-04-01,음료식품,안성사랑카드,23500,1
2019-04-01,음료식품,양주사랑카드,57800,5
2019-04-01,음료식품,여주사랑카드,456700,17
2019-04-01,음료식품,이천사랑지역화폐,29900,1
2019-04-01,의류,광명사랑화폐,68000,2
2019-04-01,의류,군포愛머니,143600,1
2019-04-01,의류,부천페이,1900,1
2019-04-01,의류,수원페이,8000,1
2019-04-01,의류,안산사랑상품권 다온,64500,1
2019-04-01,의류,안성사랑카드,156000,2
2019-04-01,의류,여주사랑카드,68000,2
2019-04-01,의원,광명사랑화폐,66300,4
2019-04-01,의원,군포愛머니,4700,1
2019-04-01,의원,부천페이,23900,3
2019-04-01,의원,수원페이,19800,3
2019-04-01,의원,양주사랑카드,41500,2
2019-04-01,의원,여주사랑카드,20300,3
2019-04-01,일반휴게음식,광명사랑화폐,2213100,90
2019-04-01,일반휴게음식,군포愛머니,2213000,61
2019-04-01,일반휴게음식,부천페이,1971780,87
2019-04-01,일반휴게음식,수원페이,1691710,82
2019-04-01,일반휴게음식,안산사랑상품권 다온,1097300,49
2019-04-01,일반휴게음식,안성사랑카드,118500,4
2019-04-01,일반휴게음식,양주사랑카드,1092770,46
2019-04-01,일반휴게음식,여주사랑카드,2537730,87
2019-04-01,일반휴게음식,이천사랑지역화폐,154900,4
2019-04-01,자동차정비 유지,광명사랑화폐,1000,1
2019-04-01,자동차정비 유지,군포愛머니,59500,1
2019-04-01,자동차정비 유지,부천페이,8000,1
2019-04-01,자동차정비 유지,수원페이,308000,2
2019-04-01,자동차정비 유지,양주사랑카드,20000,1
2019-04-01,자동차정비 유지,여주사랑카드,10000,1
2019-04-01,학원,광명사랑화폐,1095000,5
2019-04-01,학원,군포愛머니,804000,5
2019-04-01,학원,안산사랑상품권 다온,890000,3
2019-04-01,학원,양주사랑카드,900000,2
2019-04-01,학원,여주사랑카드,739000,3
2019-04-01,회원제형태,광명사랑화폐,300000,2
2019-04-01,회원제형태,부천페이,260000,1
2019-04-01,회원제형태,안산사랑상품권 다온,15000,1
2019-04-01,회원제형태,양주사랑카드,514000,1
2019-04-01,회원제형태,여주사랑카드,20000,1
2019-04-08,건강식품,군포愛머니,260000,1
2019-04-08,건강식품,부천페이,59000,2
2019-04-08,건축자재,광명사랑화폐,7700,1
2019-04-08,건축자재,부천페이,31900,1
2019-04-08,광학제품,수원페이,30000,1
2019-04-08,기타,부천페이,1000,1
2019-04-08,기타,이천사랑지역화폐,10000,1
2019-04-08,기타의료기관,광명사랑화폐,44000,1
2019-04-08,기타의료기관,부천페이,440000,1
2019-04-08,레저업소,광명사랑화폐,84000,7
2019-04-08,레저업소,군포愛머니,276100,7
2019-04-08,레저업소,부천페이,141600,13
2019-04-08,레저업소,수원페이,373000,4
2019-04-08,레저업소,안산사랑상품권 다온,121400,5
2019-04-08,레저업소,양주사랑카드,242400,5
2019-04-08,레저업소,여주사랑카드,161500,2
2019-04-08,레져용품,광명사랑화폐,50000,2
2019-04-08,레져용품,군포愛머니,109200,2
2019-04-08,레져용품,부천페이,352000,4
2019-04-08,레져용품,안산사랑상품권 다온,79000,1
2019-04-08,레져용품,여주사랑카드,495800,5
2019-04-08,문화.취미,광명사랑화폐,50000,1
2019-04-08,문화.취미,군포愛머니,14000,1
2019-04-08,문화.취미,부천페이,491400,7
2019-04-08,문화.취미,수원페이,102550,8
2019-04-08,문화.취미,안산사랑상품권 다온,36000,3
2019-04-08,문화.취미,안성사랑카드,150000,1
2019-04-08,문화.취미,양주사랑카드,301100,6
2019-04-08,문화.취미,여주사랑카드,48500,5
2019-04-08,병원,군포愛머니,250270,4
2019-04-08,보건위생,광명사랑화폐,1262940,21
2019-04-08,보건위생,군포愛머니,979100,24
2019-04-08,보건위생,부천페이,864300,28
2019-04-08,보건위생,수원페이,1003300,15
2019-04-08,보건위생,안산사랑상품권 다온,852600,17
2019-04-08,보건위생,안성사랑카드,136000,3
2019-04-08,보건위생,양주사랑카드,1038750,24
2019-04-08,보건위생,여주사랑카드,373900,20
2019-04-08,사무통신,부천페이,6750,1
2019-04-08,서적문구,광명사랑화폐,39000,2
2019-04-08,서적문구,군포愛머니,643250,7
2019-04-08,서적문구,부천페이,25300,1
2019-04-08,서적문구,수원페이,94600,5
2019-04-08,서적문구,안산사랑상품권 다온,54900,2
2019-04-08,서적문구,안성사랑카드,5000,1
2019-04-08,서적문구,양주사랑카드,147900,7
2019-04-08,서적문구,여주사랑카드,231150,13
2019-04-08,서적문구,오산화폐 오색전,4000,1
2019-04-08,수리서비스,광명사랑화폐,62360,5
2019-04-08,수리서비스,군포愛머니,52060,3
2019-04-08,수리서비스,부천페이,124600,8
2019-04-08,수리서비스,수원페이,58900,5
2019-04-08,수리서비스,안산사랑상품권 다온,68400,3
2019-04-08,수리서비스,양주사랑카드,12700,1
2019-04-08,수리서비스,여주사랑카드,129400,3
2019-04-08,신변잡화,광명사랑화폐,118200,2
2019-04-08,신변잡화,군포愛머니,362700,7
2019-04-08,신변잡화,부천페이,73450,5
2019-04-08,신변잡화,수원페이,43710,5
2019-04-08,신변잡화,안산사랑상품권 다온,130670,6
2019-04-08,신변잡화,안성사랑카드,28940,1
2019-04-08,신변잡화,양주사랑카드,29920,3
2019-04-08,신변잡화,여주사랑카드,103000,7
2019-04-08,약국,광명사랑화폐,170800,15
2019-04-08,약국,군포愛머니,383730,27
2019-04-08,약국,부천페이,346980,25
2019-04-08,약국,수원페이,28500,5
2019-04-08,약국,안산사랑상품권 다온,360870,19
2019-04-08,약국,안성사랑카드,26800,5
2019-04-08,약국,양주사랑카드,165640,11
2019-04-08,약국,여주사랑카드,199750,21
2019-04-08,약국,이천사랑지역화폐,11500,2
2019-04-08,여행,군포愛머니,3000,1
2019-04-08,연료판매점,군포愛머니,377392,8
2019-04-08,연료판매점,안성사랑카드,125000,4
2019-04-08,연료판매점,양주사랑카드,120000,2
2019-04-08,연료판매점,여주사랑카드,50000,1
2019-04-08,용역 서비스,군포愛머니,1600,3
2019-04-08,용역 서비스,부천페이,165000,2
2019-04-08,용역 서비스,양주사랑카드,3600,1
2019-04-08,용역 서비스,여주사랑카드,1000,1
2019-04-08,유통업 비영리,군포愛머니,142140,8
2019-04-08,유통업 비영리,안성사랑카드,634580,15
2019-04-08,유통업 비영리,양주사랑카드,684380,24
2019-04-08,유통업 영리,광명사랑화폐,732640,90
2019-04-08,유통업 영리,군포愛머니,1440240,122
2019-04-08,유통업 영리,부천페이,1921980,181
2019-04-08,유통업 영리,수원페이,887360,116
2019-04-08,유통업 영리,안산사랑상품권 다온,1333880,88
2019-04-08,유통업 영리,안성사랑카드,528430,29
2019-04-08,유통업 영리,양주사랑카드,812900,83
2019-04-08,유통업 영리,여주사랑카드,518230,65
2019-04-08,유통업 영리,이천사랑지역화폐,15050,3
2019-04-08,유통업 영리,행복화성지역화폐,3500,1
2019-04-08,음료식품,광명사랑화폐,1231920,83
2019-04-08,음료식품,군포愛머니,1309840,85
2019-04-08,음료식품,부천페이,1850420,153
2019-04-08,음료식품,수원페이,693850,52
2019-04-08,음료식품,안산사랑상품권 다온,737030,42
2019-04-08,음료식품,안성사랑카드,97000,6
2019-04-08,음료식품,양주사랑카드,787520,41
2019-04-08,음료식품,여주사랑카드,522800,30
2019-04-08,음료식품,이천사랑지역화폐,58430,2
2019-04-08,음료식품,행복화성지역화폐,6000,1
2019-04-08,의류,광명사랑화폐,50000,1
2019-04-08,의류,군포愛머니,226300,5
2019-04-08,의류,부천페이,209800,5
2019-04-08,의류,수원페이,80900,4
2019-04-08,의류,안산사랑상품권 다온,122000,4
2019-04-08,의류,양주사랑카드,34000,1
2019-04-08,의류,여주사랑카드,343600,9
2019-04-08,의원,광명사랑화폐,309900,16
2019-04-08,의원,군포愛머니,254500,25
2019-04-08,의원,부천페이,660200,29
2019-04-08,의원,수원페이,237800,12
2019-04-08,의원,안산사랑상품권 다온,154500,11
2019-04-08,의원,안성사랑카드,118800,4
2019-04-08,의원,양주사랑카드,73600,9
2019-04-08,의원,여주사랑카드,82500,15
2019-04-08,일반휴게음식,광명사랑화폐,5750840,218
2019-04-08,일반휴게음식,군포愛머니,8079230,311
2019-04-08,일반휴게음식,부천페이,8095080,398
2019-04-08,일반휴게음식,수원페이,7447050,324
2019-04-08,일반휴게음식,안산사랑상품권 다온,5622060,214
2019-04-08,일반휴게음식,안성사랑카드,1167600,43
2019-04-08,일반휴게음식,양주사랑카드,4494440,206
2019-04-08,일반휴게음식,여주사랑카드,5233330,195
2019-04-08,일반휴게음식,이천사랑지역화폐,383500,12
2019-04-08,일반휴게음식,행복화성지역화폐,75000,4
2019-04-08,자동차정비 유지,군포愛머니,24000,1
2019-04-08,자동차정비 유지,부천페이,81500,3
2019-04-08,자동차정비 유지,수원페이,222560,4
2019-04-08,자동차정비 유지,안산사랑상품권 다온,500000,1
2019-04-08,자동차정비 유지,안성사랑카드,110000,1
2019-04-08,자동차정비 유지,양주사랑카드,240000,1
2019-04-08,자동차정비 유지,여주사랑카드,1000,1
2019-04-08,전기제품,부천페이,47000,3
2019-04-08,전기제품,안성사랑카드,159500,1
2019-04-08,주방용구,수원페이,32800,2
2019-04-08,주방용구,양주사랑카드,28700,1
2019-04-08,직물,수원페이,16000,1
2019-04-08,직물,여주사랑카드,22000,1
2019-04-08,학원,광명사랑화폐,210000,1
2019-04-08,학원,군포愛머니,2752300,13
2019-04-08,학원,부천페이,1295900,9
2019-04-08,학원,수원페이,68000,2
2019-04-08,학원,안산사랑상품권 다온,850000,6
2019-04-08,학원,양주사랑카드,1393600,8
2019-04-08,회원제형태,광명사랑화폐,40000,1
2019-04-08,회원제형태,군포愛머니,469800,4
2019-04-08,회원제형태,수원페이,93000,1
2019-04-08,회원제형태,안산사랑상품권 다온,864400,4
2019-04-08,회원제형태,양주사랑카드,175000,1
2019-04-15,가구,광명사랑화폐,15500,1
2019-04-15,가구,군포愛머니,430000,1
2019-04-15,건강식품,군포愛머니,402000,3
2019-04-15,건강식품,부천페이,19000,2
2019-04-15,건강식품,용인와이페이,120000,1
2019-04-15,건축자재,군포愛머니,1218100,7
2019-04-15,건축자재,여주사랑카드,36000,3
2019-04-15,광학제품,군포愛머니,25000,2
2019-04-15,광학제품,수원페이,50000,2
2019-04-15,기타,군포愛머니,14000,1
2019-04-15,기타,양주사랑카드,86400,3
2019-04-15,기타,양평통보,5500,1
2019-04-15,기타,여주사랑카드,74000,2
2019-04-15,기타,행복화성지역화폐,1000,1
2019-04-15,기타의료기관,군포愛머니,12940,1
2019-04-15,기타의료기관,부천페이,34000,2
2019-04-15,기타의료기관,안산사랑상품권 다온,21000,1
2019-04-15,기타의료기관,양주사랑카드,38000,1
2019-04-15,기타의료기관,여주사랑카드,18000,1
2019-04-15,기타의료기관,행복화성지역화폐,114000,2
2019-04-15,농업,안성사랑카드,39000,1
2019-04-15,농업,양평통보,14750,2
2019-04-15,농업,여주사랑카드,8000,1
2019-04-15,레저업소,광명사랑화폐,50000,5
2019-04-15,레저업소,군포愛머니,294200,21
2019-04-15,레저업소,동두천사랑카드,4700,1
2019-04-15,레저업소,부천페이,883800,25
2019-04-15,레저업소,수원페이,287600,11
2019-04-15,레저업소,안산사랑상품권 다온,361500,5
2019-04-15,레저업소,안성사랑카드,5000,1
2019-04-15,레저업소,양주사랑카드,147200,11
2019-04-15,레저업소,양평통보,57200,4
2019-04-15,레저업소,여주사랑카드,314600,11
2019-04-15,레저업소,이천사랑지역화폐,8000,1
2019-04-15,레저업소,행복화성지역화폐,165700,12
2019-04-15,레져용품,광명사랑화폐,416000,2
2019-04-15,레져용품,군포愛머니,416400,5
2019-04-15,레져용품,동두천사랑카드,110000,1
2019-04-15,레져용품,부천페이,280400,6
2019-04-15,레져용품,수원페이,111000,3
2019-04-15,레져용품,안산사랑상품권 다온,84000,1
2019-04-15,레져용품,안성사랑카드,617800,6
2019-04-15,레져용품,양평통보,738100,5
2019-04-15,레져용품,여주사랑카드,108000,3
2019-04-15,문화.취미,광명사랑화폐,36000,3
2019-04-15,문화.취미,광주사랑카드,45000,1
2019-04-15,문화.취미,군포愛머니,154000,5
2019-04-15,문화.취미,부천페이,605500,6
2019-04-15,문화.취미,수원페이,242400,6
2019-04-15,문화.취미,안산사랑상품권 다온,188000,7
2019-04-15,문화.취미,양주사랑카드,141500,5
2019-04-15,문화.취미,양평통보,23000,1
2019-04-15,문화.취미,여주사랑카드,310400,9
2019-04-15,문화.취미,용인와이페이,37000,2
2019-04-15,문화.취미,이천사랑지역화폐,25000,1
2019-04-15,문화.취미,행복화성지역화폐,354000,5
2019-04-15,병원,군포愛머니,1113040,7
2019-04-15,병원,안성사랑카드,107200,4
2019-04-15,병원,양주사랑카드,4700,1
2019-04-15,병원,여주사랑카드,6800,1
2019-04-15,보건위생,가평사랑상품권,10000,1
2019-04-15,보건위생,광명사랑화폐,778400,26
2019-04-15,보건위생,군포愛머니,1474600,42
2019-04-15,보건위생,동두천사랑카드,179000,6
2019-04-15,보건위생,부천페이,3440000,69
2019-04-15,보건위생,수원페이,821000,30
2019-04-15,보건위생,안산사랑상품권 다온,507750,22
2019-04-15,보건위생,안성사랑카드,92500,6
2019-04-15,보건위생,양주사랑카드,858000,31
2019-04-15,보건위생,양평통보,345000,9
2019-04-15,보건위생,여주사랑카드,518200,17
2019-04-15,보건위생,오산화폐 오색전,25300,2
2019-04-15,보건위생,용인와이페이,10000,1
2019-04-15,보건위생,이천사랑지역화폐,30000,2
2019-04-15,보건위생,행복화성지역화폐,1121400,30
2019-04-15,사무통신,군포愛머니,185700,7
2019-04-15,사무통신,부천페이,50000,1
2019-04-15,사무통신,여주사랑카드,55000,1
2019-04-15,서적문구,광명사랑화폐,85800,3
2019-04-15,서적문구,군포愛머니,1122950,13
2019-04-15,서적문구,동두천사랑카드,76500,3
2019-04-15,서적문구,부천페이,148500,12
2019-04-15,서적문구,수원페이,142050,12
2019-04-15,서적문구,안산사랑상품권 다온,315060,12
2019-04-15,서적문구,안성사랑카드,21800,2
2019-04-15,서적문구,양주사랑카드,251800,12
2019-04-15,서적문구,양평통보,59400,6
2019-04-15,서적문구,여주사랑카드,105700,14
2019-04-15,서적문구,오산화폐 오색전,51200,3
2019-04-15,서적문구,행복화성지역화폐,63530,6
2019-04-15,수리서비스,광명사랑화폐,255810,10
2019-04-15,수리서비스,군포愛머니,285820,12
2019-04-15,수리서비스,부천페이,338730,16
2019-04-15,수리서비스,수원페이,175330,6
2019-04-15,수리서비스,안산사랑상품권 다온,122900,7
2019-04-15,수리서비스,양주사랑카드,166100,13
2019-04-15,수리서비스,양평통보,19500,1
2019-04-15,수리서비스,여주사랑카드,88800,5
2019-04-15,수리서비스,오산화폐 오색전,30400,1
2019-04-15,수리서비스,용인와이페이,61020,2
2019-04-15,수리서비스,행복화성지역화폐,226220,6
2019-04-15,숙박업,양평통보,22000,1
2019-04-15,신변잡화,광명사랑화폐,67900,2
2019-04-15,신변잡화,군포愛머니,241300,13
2019-04-15,신변잡화,동두천사랑카드,19600,2
2019-04-15,신변잡화,부천페이,762000,23
2019-04-15,신변잡화,수원페이,97700,7
2019-04-15,신변잡화,안산사랑상품권 다온,403200,4
2019-04-15,신변잡화,안성사랑카드,79520,6
2019-04-15,신변잡화,양주사랑카드,165780,8
2019-04-15,신변잡화,양평통보,11050,3
2019-04-15,신변잡화,여주사랑카드,112500,12
2019-04-15,신변잡화,오산화폐 오색전,32550,2
2019-04-15,신변잡화,행복화성지역화폐,1000,1
2019-04-15,약국,가평사랑상품권,5600,1
2019-04-15,약국,광명사랑화폐,174000,21
2019-04-15,약국,군포愛머니,615610,66
2019-04-15,약국,동두천사랑카드,14500,3
2019-04-15,약국,부천페이,520740,56
2019-04-15,약국,수원페이,172900,28
2019-04-15,약국,안산사랑상품권 다온,349320,29
2019-04-15,약국,안성사랑카드,194280,18
2019-04-15,약국,양주사랑카드,221190,27
2019-04-15,약국,양평통보,82600,5
2019-04-15,약국,여주사랑카드,191340,27
2019-04-15,약국,오산화폐 오색전,82540,10
2019-04-15,약국,용인와이페이,3100,1
2019-04-15,약국,이천사랑지역화폐,82620,5
2019-04-15,약국,행복화성지역화폐,144400,21
2019-04-15,연료판매점,가평사랑상품권,140000,2
2019-04-15,연료판매점,군포愛머니,1493026,20
2019-04-15,연료판매점,안성사랑카드,511837,12
2019-04-15,연료판매점,양주사랑카드,64000,2
2019-04-15,연료판매점,양평통보,705000,12
2019-04-15,연료판매점,여주사랑카드,229900,2
2019-04-15,연료판매점,오산화폐 오색전,91194,3
2019-04-15,연료판매점,행복화성지역화폐,85900,2
2019-04-15,용역 서비스,광명사랑화폐,9000,2
2019-04-15,용역 서비스,군포愛머니,144900,5
2019-04-15,용역 서비스,부천페이,19000,5
2019-04-15,용역 서비스,수원페이,284000,2
2019-04-15,용역 서비스,양주사랑카드,1800,1
2019-04-15,용역 서비스,양평통보,388000,1
2019-04-15,용역 서비스,여주사랑카드,1100,2
2019-04-15,용역 서비스,행복화성지역화폐,4000,1
2019-04-15,유통업 비영리,가평사랑상품권,70970,3
2019-04-15,유통업 비영리,군포愛머니,342530,9
2019-04-15,유통업 비영리,부천페이,1800,1
2019-04-15,유통업 비영리,수원페이,20700,1
2019-04-15,유통업 비영리,안산사랑상품권 다온,88100,2
2019-04-15,유통업 비영리,안성사랑카드,1209730,26
2019-04-15,유통업 비영리,양주사랑카드,1750640,30
2019-04-15,유통업 비영리,양평통보,864440,16
2019-04-15,유통업 영리,가평사랑상품권,17180,4
2019-04-15,유통업 영리,광명사랑화폐,1219120,125
2019-04-15,유통업 영리,광주사랑카드,11420,2
2019-04-15,유통업 영리,군포愛머니,3810310,250
2019-04-15,유통업 영리,동두천사랑카드,232350,26
2019-04-15,유통업 영리,부천페이,5389610,432
2019-04-15,유통업 영리,수원페이,1977490,252
2019-04-15,유통업 영리,안산사랑상품권 다온,3028430,227
2019-04-15,유통업 영리,안성사랑카드,731620,50
2019-04-15,유통업 영리,양주사랑카드,1529300,138
2019-04-15,유통업 영리,양평통보,1268520,58
2019-04-15,유통업 영리,여주사랑카드,967650,110
2019-04-15,유통업 영리,오산화폐 오색전,572730,42
2019-04-15,유통업 영리,용인와이페이,49890,14
2019-04-15,유통업 영리,이천사랑지역화폐,67300,8
2019-04-15,유통업 영리,행복화성지역화폐,1230590,128
2019-04-15,음료식품,광명사랑화폐,1622350,125
2019-04-15,음료식품,군포愛머니,2703140,208
2019-04-15,음료식품,동두천사랑카드,148480,13
2019-04-15,음료식품,부천페이,5680000,392
2019-04-15,음료식품,수원페이,1883090,137
2019-04-15,음료식품,안산사랑상품권 다온,919950,62
2019-04-15,음료식품,안성사랑카드,342320,20
2019-04-15,음료식품,양주사랑카드,1270760,68
2019-04-15,음료식품,양평통보,483600,27
2019-04-15,음료식품,여주사랑카드,889950,49
2019-04-15,음료식품,오산화폐 오색전,311600,26
2019-04-15,음료식품,용인와이페이,88550,9
2019-04-15,음료식품,이천사랑지역화폐,34050,4
2019-04-15,음료식품,행복화성지역화폐,1813340,97
2019-04-15,의류,광명사랑화폐,293300,11
2019-04-15,의류,군포愛머니,857400,14
2019-04-15,의류,동두천사랑카드,212000,2
2019-04-15,의류,부천페이,791620,20
2019-04-15,의류,수원페이,449500,5
2019-04-15,의류,안산사랑상품권 다온,128400,4
2019-04-15,의류,안성사랑카드,18600,1
2019-04-15,의류,양주사랑카드,530000,8
2019-04-15,의류,양평통보,90000,1
2019-04-15,의류,여주사랑카드,295200,9
2019-04-15,의류,오산화폐 오색전,77140,3
2019-04-15,의류,행복화성지역화폐,302900,6
2019-04-15,의원,가평사랑상품권,6400,1
2019-04-15,의원,광명사랑화폐,328100,21
2019-04-15,의원,군포愛머니,3291642,80
2019-04-15,의원,동두천사랑카드,11000,3
2019-04-15,의원,부천페이,1177010,58
2019-04-15,의원,수원페이,1117700,26
2019-04-15,의원,안산사랑상품권 다온,469300,21
2019-04-15,의원,안성사랑카드,146600,9
2019-04-15,의원,양주사랑카드,576200,29
2019-04-15,의원,양평통보,21600,4
2019-04-15,의원,여주사랑카드,215100,20
2019-04-15,의원,오산화폐 오색전,32700,4
2019-04-15,의원,용인와이페이,8300,2
2019-04-15,의원,이천사랑지역화폐,111400,4
2019-04-15,의원,행복화성지역화폐,372600,20
2019-04-15,일반휴게음식,가평사랑상품권,191000,4
2019-04-15,일반휴게음식,광명사랑화폐,9213100,360
2019-04-15,일반휴게음식,광주사랑카드,25700,4
2019-04-15,일반휴게음식,군포愛머니,15225770,611
2019-04-15,일반휴게음식,동두천사랑카드,1700900,63
2019-04-15,일반휴게음식,부천페이,17283550,883
2019-04-15,일반휴게음식,수원페이,11931030,570
2019-04-15,일반휴게음식,안산사랑상품권 다온,9091410,401
2019-04-15,일반휴게음식,안성사랑카드,2313600,81
2019-04-15,일반휴게음식,양주사랑카드,9438970,400
2019-04-15,일반휴게음식,양평통보,3256030,117
2019-04-15,일반휴게음식,여주사랑카드,7779650,264
2019-04-15,일반휴게음식,오산화폐 오색전,1482020,81
2019-04-15,일반휴게음식,용인와이페이,393900,25
2019-04-15,일반휴게음식,의정부사랑카드,213400,2
2019-04-15,일반휴게음식,이천사랑지역화폐,729300,34
2019-04-15,일반휴게음식,행복화성지역화폐,8147100,343
2019-04-15,자동차정비 유지,광명사랑화폐,10000,1
2019-04-15,자동차정비 유지,군포愛머니,84000,2
2019-04-15,자동차정비 유지,동두천사랑카드,10000,1
2019-04-15,자동차정비 유지,부천페이,52000,2
2019-04-15,자동차정비 유지,수원페이,200000,4
2019-04-15,자동차정비 유지,안산사랑상품권 다온,161800,3
2019-04-15,자동차정비 유지,안성사랑카드,41000,1
2019-04-15,자동차정비 유지,양주사랑카드,554600,4
2019-04-15,자동차정비 유지,양평통보,445000,2
2019-04-15,자동차정비 유지,여주사랑카드,129500,5
2019-04-15,자동차정비 유지,행복화성지역화폐,112000,4
2019-04-15,전기제품,부천페이,16000,3
2019-04-15,전기제품,안산사랑상품권 다온,19800,1
2019-04-15,주방용구,광명사랑화폐,20000,1
2019-04-15,주방용구,양주사랑카드,72400,2
2019-04-15,주방용구,여주사랑카드,2300,1
2019-04-15,주방용구,행복화성지역화폐,17500,1
2019-04-15,직물,군포愛머니,22000,1
2019-04-15,직물,부천페이,515000,3
2019-04-15,직물,안산사랑상품권 다온,9000,1
2019-04-15,직물,안성사랑카드,79000,1
2019-04-15,직물,양평통보,54000,1
2019-04-15,직물,여주사랑카드,110000,1
2019-04-15,직물,오산화폐 오색전,12000,1
2019-04-15,학원,광명사랑화폐,1290000,5
2019-04-15,학원,군포愛머니,1987000,11
2019-04-15,학원,부천페이,1308800,10
2019-04-15,학원,수원페이,1535000,5
2019-04-15,학원,안산사랑상품권 다온,1549600,6
2019-04-15,학원,양주사랑카드,1954400,7
2019-04-15,학원,여주사랑카드,440000,3
2019-04-15,학원,용인와이페이,353000,2
2019-04-15,학원,행복화성지역화폐,2122100,13
2019-04-15,회원제형태,군포愛머니,182800,4
2019-04-15,회원제형태,부천페이,187000,2
2019-04-15,회원제형태,수원페이,200000,1
2019-04-15,회원제형태,안산사랑상품권 다온,342000,4
2019-04-15,회원제형태,여주사랑카드,24000,1
2019-04-15,회원제형태,행복화성지역화폐,640000,2
2019-04-22,가구,광명사랑화폐,13000,1
2019-04-22,가구,광주사랑카드,20500,1
2019-04-22,가구,군포愛머니,18000,2
2019-04-22,가구,부천페이,50000,1
2019-04-22,가구,양평통보,30000,1
2019-04-22,건강식품,광명사랑화폐,31000,2
2019-04-22,건강식품,광주사랑카드,58500,2
2019-04-22,건강식품,군포愛머니,80000,1
2019-04-22,건강식품,부천페이,12000,1
2019-04-22,건강식품,수원페이,27000,2
2019-04-22,건강식품,안산사랑상품권 다온,170000,1
2019-04-22,건강식품,양주사랑카드,34000,1
2019-04-22,건강식품,양평통보,17000,1
2019-04-22,건강식품,행복화성지역화폐,1100000,1
2019-04-22,건축자재,광명사랑화폐,11000,1
2019-04-22,건축자재,군포愛머니,103900,5
2019-04-22,건축자재,동두천사랑카드,4000,1
2019-04-22,건축자재,수원페이,506500,3
