"행정구역별(시군구)","성별","연령별",2019,2019,2019,2019,2019,2019,2019,2019,2019,2019,2019,2019,2019,2019,2019,2019,2019,2019,2019,2019,2019,2019,2019,2019,2019,2019
"동부","여자","15세미만",120102,109,X,X,16,50,26,16,106819,89901,3330,9725,X,X,1127,539,335,1862,12974,2051,1326,4812,4785,130,X,68
"동부","여자","15~19세",51743,473,13,X,X,432,14,8,44449,33575,2120,6990,X,6,283,174,233,1064,4793,474,369,2077,1873,8,1958,62
"동부","여자","20~24세",66647,2193,312,11,7,1754,58,51,47958,32969,2922,9171,32,39,284,192,466,1883,4622,334,312,2042,1934,15,11274,585
"동부","여자","25~29세",64089,5856,3403,72,16,2188,62,115,41811,27993,2199,7920,71,132,285,116,373,2722,3641,287,241,1557,1556,24,11449,1308
"동부","여자","30~34세",53229,6943,5545,90,11,1104,36,157,35268,25978,897,4847,121,211,404,20,104,2686,3177,448,295,1049,1385,49,6906,886
"동부","여자","35~39세",71903,4858,3746,55,18,815,41,183,54111,42779,629,6747,78,218,660,6,45,2949,5665,938,608,2004,2115,60,6577,632
"동부","여자","40~44세",77147,4101,3168,58,8,587,35,245,60323,47340,349,8718,62,206,714,X,13,2921,6147,927,560,2671,1989,24,6042,510
"동부","여자","45~49세",97413,8474,7482,100,11,477,40,364,73439,54669,214,13449,116,504,716,X,X,3767,6891,741,558,3384,2208,9,8003,597
"동부","여자","50~54세",98322,14241,13207,113,25,301,62,533,68744,48275,96,14859,124,687,443,23,9,4228,5564,418,419,2881,1846,17,9071,685
"동부","여자","55~59세",97207,26281,25053,153,43,189,74,769,52539,33328,34,12464,176,1178,268,137,49,4905,4726,455,187,2086,1998,50,12816,795
"동부","여자","60~64세",82463,31530,30195,163,42,183,93,854,30584,16353,11,8027,148,1022,102,310,151,4460,4867,770,37,1833,2227,55,14581,846
"동부","여자","65~69세",60504,24315,23435,75,31,109,76,589,17263,7239,X,5127,92,503,47,385,247,3621,4973,833,8,1893,2239,42,13295,616
"동부","여자","70~74세",45986,16160,15679,42,25,57,42,315,11980,3712,X,3830,110,325,14,373,400,3216,5203,730,X,2223,2249,9,12110,524
"동부","여자","75~79세",40271,10073,9787,24,19,28,44,171,10449,1772,X,3469,122,508,11,385,632,3550,6418,649,X,3082,2687,16,12756,559
"동부","여자","80~84세",26197,3816,3681,6,7,18,22,82,7152,467,X,1914,124,964,X,161,713,2809,5149,298,X,2884,1967,55,9604,421
"동부","여자","85세이상",16016,840,746,X,5,9,23,55,5300,67,X,1009,48,1652,X,31,425,2067,3731,68,X,2190,1473,118,5591,436
"중구","계","합계",72483,12131,10754,60,34,800,72,411,39156,26946,1511,5638,104,495,434,249,310,3469,5705,755,497,2017,2436,65,13872,1554
"중구","계","15세미만",7663,6,X,X,X,X,X,X,6677,5544,228,617,X,X,88,46,36,118,954,163,119,315,357,14,X,12
"중구","계","15~19세",2572,33,X,X,X,27,X,X,2115,1523,120,332,X,X,21,16,28,75,309,24,19,117,149,X,106,9
"중구","계","20~24세",4370,164,11,X,X,138,7,8,2390,1527,155,524,X,X,16,18,36,112,300,23,25,122,130,X,1418,96
"중구","계","25~29세",6198,507,246,X,X,239,10,6,2560,1616,134,527,X,8,32,13,42,186,283,23,17,113,130,X,2577,270
"중구","계","30~34세",5060,706,571,X,X,115,X,12,2531,1819,94,350,6,19,27,X,15,200,233,34,24,75,100,5,1428,157
"중구","계","35~39세",5800,549,443,X,X,76,7,19,3785,2930,114,433,7,17,58,X,10,215,367,59,41,109,158,10,975,114
"중구","계","40~44세",4809,334,243,X,X,66,5,19,3252,2435,92,408,X,16,51,X,X,246,397,63,51,144,139,X,751,75
"중구","계","45~49세",5505,484,389,11,X,55,6,22,3633,2518,133,564,7,34,54,X,X,322,490,60,35,196,199,X,794,104
"중구","계","50~54세",5333,731,645,5,X,24,10,45,3336,2306,109,502,12,42,38,X,X,324,417,29,38,184,166,X,747,98
"중구","계","55~59세",5581,1297,1202,13,6,15,5,56,3031,2059,112,413,10,68,23,7,5,334,318,32,22,140,124,6,821,108
"중구","계","60~64세",5356,1894,1773,9,5,19,X,84,2055,1228,79,288,9,80,17,21,8,325,297,44,17,98,138,6,992,112
