"강남구","오피스텔",11027,11036,10624,X,X,412,15346,14870,X,X,476
"송파구","계",218765,256160,252212,56,24,3868,640491,629275,462,4160,6594
"송파구","주택",203541,238890,235444,50,X,3395,613022,606627,412,22,5961
"송파구","단독주택",8255,40104,37974,8,X,2122,81577,77814,56,X,3707
"송파구","아파트",123609,123703,123282,12,X,409,361265,360420,83,X,762
"송파구","연립주택",4753,4769,4750,X,X,18,13565,13528,6,X,31
"송파구","다세대주택",65367,65435,64743,8,X,683,146085,144819,65,22,1179
"송파구","비거주용건물내 주택",1557,4879,4695,21,X,163,10530,10046,202,X,282
"송파구","주택이외의 거처",15224,17270,16768,6,23,473,27469,22648,50,4138,633
"송파구","오피스텔",13646,13652,13405,X,X,245,18190,17887,14,X,289
"강동구","계",125916,165671,162976,30,25,2640,410131,403443,239,1995,4454
"강동구","주택",119085,157480,155093,20,X,2365,396582,392312,153,27,4090
"강동구","단독주택",10212,46297,44413,6,X,1877,95053,91757,39,10,3247
"강동구","아파트",71711,71742,71592,X,X,146,207167,206900,26,X,241
"강동구","연립주택",3045,3049,3039,X,X,10,8769,8744,X,X,25
"강동구","다세대주택",33040,33079,32848,X,X,227,78640,78189,22,17,412
"강동구","비거주용건물내 주택",1077,3313,3201,7,X,105,6953,6722,66,X,165
"강동구","주택이외의 거처",6831,8191,7883,10,23,275,13549,11131,86,1968,364
"강동구","오피스텔",5486,5491,5352,X,X,139,7584,7418,X,X,166
