,month,day,week,MCT_CAT_CD,city,year,USE_AMT,USE_CNT,date,covid19
0,2,1,5,가구,daegu,2019,9538,35,0,0.0
1,2,1,5,가구,daegu,2020,60086,70,0,0.0
2,2,1,5,가구,seoul,2019,10706,59,0,0.0
3,2,1,5,가구,seoul,2020,61331,117,0,0.0
4,2,1,5,가전,daegu,2019,63797,283,0,0.0
5,2,1,5,가전,daegu,2020,24895,123,0,0.0
6,2,1,5,가전,seoul,2019,177931,997,0,0.0
7,2,1,5,가전,seoul,2020,258731,569,0,0.0
8,2,1,5,광학제품,daegu,2019,14321,275,0,0.0
9,2,1,5,광학제품,daegu,2020,49697,465,0,0.0
10,2,1,5,광학제품,seoul,2019,28711,959,0,0.0
11,2,1,5,광학제품,seoul,2020,46706,307,0,0.0
12,2,1,5,레저업소,daegu,2019,188687,6210,0,0.0
13,2,1,5,레저업소,daegu,2020,199982,8936,0,0.0
14,2,1,5,레저업소,seoul,2019,367865,18604,0,0.0
15,2,1,5,레저업소,seoul,2020,332995,21906,0,0.0
16,2,1,5,레저용품,daegu,2019,169294,1558,0,0.0
17,2,1,5,레저용품,daegu,2020,157793,2296,0,0.0
18,2,1,5,레저용품,seoul,2019,656491,7996,0,0.0
19,2,1,5,레저용품,seoul,2020,712649,8886,0,0.0
20,2,1,5,문화취미,daegu,2019,125279,4363,0,0.0
21,2,1,5,문화취미,daegu,2020,95458,3187,0,0.0
22,2,1,5,문화취미,seoul,2019,93344,4743,0,0.0
23,2,1,5,문화취미,seoul,2020,78023,3833,0,0.0
24,2,1,5,보건위생,daegu,2019,314493,7512,0,0.0
25,2,1,5,보건위생,daegu,2020,367719,7205,0,0.0
26,2,1,5,보건위생,seoul,2019,683336,16784,0,0.0
27,2,1,5,보건위생,seoul,2020,630044,13762,0,0.0
28,2,1,5,사무통신,daegu,2019,552833,72055,0,0.0
29,2,1,5,사무통신,daegu,2020,472973,66593,0,0.0
30,2,1,5,사무통신,seoul,2019,176892,8442,0,0.0
31,2,1,5,사무통신,seoul,2020,127211,11610,0,0.0
32,2,1,5,서적문구,daegu,2019,115824,3126,0,0.0
33,2,1,5,서적문구,daegu,2020,106510,3392,0,0.0
34,2,1,5,서적문구,seoul,2019,197727,7262,0,0.0
35,2,1,5,서적문구,seoul,2020,117728,5572,0,0.0
36,2,1,5,수리서비스,daegu,2019,32002,874,0,0.0
37,2,1,5,수리서비스,daegu,2020,18387,906,0,0.0
38,2,1,5,수리서비스,seoul,2019,36229,1349,0,0.0
39,2,1,5,수리서비스,seoul,2020,26319,1538,0,0.0
40,2,1,5,숙박,daegu,2019,60520,969,0,0.0
41,2,1,5,숙박,daegu,2020,269901,1433,0,0.0
42,2,1,5,숙박,seoul,2019,321888,3481,0,0.0
43,2,1,5,숙박,seoul,2020,502255,3292,0,0.0
44,2,1,5,신변잡화,daegu,2019,67500,2060,0,0.0
45,2,1,5,신변잡화,daegu,2020,151699,2428,0,0.0
46,2,1,5,신변잡화,seoul,2019,144712,2522,0,0.0
47,2,1,5,신변잡화,seoul,2020,93138,1804,0,0.0
48,2,1,5,연료판매,daegu,2019,858381,18741,0,0.0
49,2,1,5,연료판매,daegu,2020,737457,15531,0,0.0
50,2,1,5,연료판매,seoul,2019,512701,13041,0,0.0
51,2,1,5,연료판매,seoul,2020,395223,9860,0,0.0
52,2,1,5,요식업소,daegu,2019,2616953,100412,0,0.0
53,2,1,5,요식업소,daegu,2020,2715947,102765,0,0.0
54,2,1,5,요식업소,seoul,2019,6068154,402487,0,0.0
55,2,1,5,요식업소,seoul,2020,5116933,341713,0,0.0
56,2,1,5,유통업,daegu,2019,2791429,104575,0,0.0
57,2,1,5,유통업,daegu,2020,2498822,100501,0,0.0
58,2,1,5,유통업,seoul,2019,8027287,313489,0,0.0
59,2,1,5,유통업,seoul,2020,7392704,247615,0,0.0
60,2,1,5,음료식품,daegu,2019,633883,20249,0,0.0
61,2,1,5,음료식품,daegu,2020,293952,16478,0,0.0
62,2,1,5,음료식품,seoul,2019,765636,35771,0,0.0
63,2,1,5,음료식품,seoul,2020,380456,25045,0,0.0
64,2,1,5,의료기관,daegu,2019,2753290,40584,0,0.0
65,2,1,5,의료기관,daegu,2020,2092602,30927,0,0.0
66,2,1,5,의료기관,seoul,2019,3239546,66048,0,0.0
67,2,1,5,의료기관,seoul,2020,1875468,42131,0,0.0
68,2,1,5,의복,daegu,2019,316665,4918,0,0.0
69,2,1,5,의복,daegu,2020,361597,4999,0,0.0
70,2,1,5,의복,seoul,2019,637322,8984,0,0.0
71,2,1,5,의복,seoul,2020,432809,5305,0,0.0
72,2,1,5,자동차정비,daegu,2019,256716,3279,0,0.0
73,2,1,5,자동차정비,daegu,2020,144542,2856,0,0.0
74,2,1,5,자동차정비,seoul,2019,273756,12699,0,0.0
75,2,1,5,자동차정비,seoul,2020,185325,7243,0,0.0
76,2,1,5,자동차판매,daegu,2019,58293,86,0,0.0
77,2,1,5,자동차판매,daegu,2020,31769,76,0,0.0
78,2,1,5,자동차판매,seoul,2019,7577,63,0,0.0
79,2,1,5,자동차판매,seoul,2020,30873,87,0,0.0
80,2,1,5,전기,daegu,2019,2412,20,0,0.0
81,2,1,5,전기,daegu,2020,2257,30,0,0.0
82,2,1,5,전기,seoul,2019,6513,20,0,0.0
83,2,1,5,전기,seoul,2020,5922,28,0,0.0
84,2,1,5,주방용구,daegu,2019,34574,218,0,0.0
85,2,1,5,주방용구,daegu,2020,10434,117,0,0.0
86,2,1,5,주방용구,seoul,2019,61860,443,0,0.0
87,2,1,5,주방용구,seoul,2020,31708,439,0,0.0
88,2,1,5,직물,daegu,2019,24011,208,0,0.0
89,2,1,5,직물,daegu,2020,19121,157,0,0.0
90,2,1,5,직물,seoul,2019,48805,200,0,0.0
91,2,1,5,직물,seoul,2020,31459,213,0,0.0
92,2,2,5,가구,daegu,2019,32762,82,0,0.0
93,2,2,5,가구,daegu,2020,22641,35,0,0.0
94,2,2,5,가구,seoul,2019,31562,106,0,0.0
95,2,2,5,가구,seoul,2020,61947,50,0,0.0
96,2,2,5,가전,daegu,2019,166774,287,0,0.0
97,2,2,5,가전,daegu,2020,59326,97,0,0.0
98,2,2,5,가전,seoul,2019,181639,910,0,0.0
99,2,2,5,가전,seoul,2020,188624,399,0,0.0
100,2,2,5,광학제품,daegu,2019,22084,358,0,0.0
101,2,2,5,광학제품,daegu,2020,22501,207,0,0.0
102,2,2,5,광학제품,seoul,2019,40886,311,0,0.0
103,2,2,5,광학제품,seoul,2020,13924,215,0,0.0
104,2,2,5,레저업소,daegu,2019,166397,9379,0,0.0
105,2,2,5,레저업소,daegu,2020,143713,8254,0,0.0
106,2,2,5,레저업소,seoul,2019,285634,20209,0,0.0
107,2,2,5,레저업소,seoul,2020,263613,20036,0,0.0
108,2,2,5,레저용품,daegu,2019,258639,3199,0,0.0
109,2,2,5,레저용품,daegu,2020,132249,2048,0,0.0
110,2,2,5,레저용품,seoul,2019,1063384,14100,0,0.0
111,2,2,5,레저용품,seoul,2020,673105,8362,0,0.0
112,2,2,5,문화취미,daegu,2019,152573,6720,0,0.0
113,2,2,5,문화취미,daegu,2020,63955,2560,0,0.0
114,2,2,5,문화취미,seoul,2019,147025,7248,0,0.0
115,2,2,5,문화취미,seoul,2020,44721,2445,0,0.0
116,2,2,5,보건위생,daegu,2019,476623,10724,0,0.0
117,2,2,5,보건위생,daegu,2020,217692,5283,0,0.0
118,2,2,5,보건위생,seoul,2019,816502,20025,0,0.0
119,2,2,5,보건위생,seoul,2020,373373,10944,0,0.0
120,2,2,5,사무통신,daegu,2019,568966,76320,0,0.0
121,2,2,5,사무통신,daegu,2020,363394,51495,0,0.0
122,2,2,5,사무통신,seoul,2019,79677,6391,0,0.0
123,2,2,5,사무통신,seoul,2020,105504,9712,0,0.0
124,2,2,5,서적문구,daegu,2019,108093,4017,0,0.0
125,2,2,5,서적문구,daegu,2020,50838,2789,0,0.0
126,2,2,5,서적문구,seoul,2019,191844,7117,0,0.0
127,2,2,5,서적문구,seoul,2020,83415,4389,0,0.0
128,2,2,5,수리서비스,daegu,2019,28594,1003,0,0.0
129,2,2,5,수리서비스,daegu,2020,6456,149,0,0.0
130,2,2,5,수리서비스,seoul,2019,24132,1484,0,0.0
131,2,2,5,수리서비스,seoul,2020,4894,359,0,0.0
132,2,2,5,숙박,daegu,2019,100945,1414,0,0.0
133,2,2,5,숙박,daegu,2020,220998,1234,0,0.0
134,2,2,5,숙박,seoul,2019,500244,3929,0,0.0
135,2,2,5,숙박,seoul,2020,429251,2594,0,0.0
136,2,2,5,신변잡화,daegu,2019,186730,3916,0,0.0
137,2,2,5,신변잡화,daegu,2020,92387,1808,0,0.0
138,2,2,5,신변잡화,seoul,2019,121082,3229,0,0.0
139,2,2,5,신변잡화,seoul,2020,65924,1199,0,0.0
140,2,2,5,연료판매,daegu,2019,921771,19906,0,0.0
141,2,2,5,연료판매,daegu,2020,610362,12714,0,0.0
142,2,2,5,연료판매,seoul,2019,498768,13050,0,0.0
143,2,2,5,연료판매,seoul,2020,309695,8058,0,0.0
144,2,2,5,요식업소,daegu,2019,3322709,122537,0,0.0
145,2,2,5,요식업소,daegu,2020,1988426,81467,0,0.0
146,2,2,5,요식업소,seoul,2019,5456769,350972,0,0.0
147,2,2,5,요식업소,seoul,2020,3784615,282597,0,0.0
148,2,2,5,유통업,daegu,2019,3902706,124623,0,0.0
149,2,2,5,유통업,daegu,2020,2219106,86629,0,0.0
150,2,2,5,유통업,seoul,2019,9920018,298871,0,0.0
151,2,2,5,유통업,seoul,2020,5760913,212048,0,0.0
152,2,2,5,음료식품,daegu,2019,769607,24813,0,0.0
153,2,2,5,음료식품,daegu,2020,197319,11955,0,0.0
154,2,2,5,음료식품,seoul,2019,817767,31480,0,0.0
155,2,2,5,음료식품,seoul,2020,245380,19134,0,0.0
156,2,2,5,의료기관,daegu,2019,2472967,31646,0,0.0
157,2,2,5,의료기관,daegu,2020,180135,4804,0,0.0
158,2,2,5,의료기관,seoul,2019,2288012,41763,0,0.0
159,2,2,5,의료기관,seoul,2020,411265,8604,0,0.0
160,2,2,5,의복,daegu,2019,537445,8242,0,0.0
161,2,2,5,의복,daegu,2020,207217,3158,0,0.0
162,2,2,5,의복,seoul,2019,706505,10329,0,0.0
163,2,2,5,의복,seoul,2020,238565,3169,0,0.0
164,2,2,5,자동차정비,daegu,2019,287670,3380,0,0.0
165,2,2,5,자동차정비,daegu,2020,23447,1337,0,0.0
166,2,2,5,자동차정비,seoul,2019,200656,10741,0,0.0
167,2,2,5,자동차정비,seoul,2020,32631,4684,0,0.0
168,2,2,5,자동차판매,daegu,2019,23977,80,0,0.0
169,2,2,5,자동차판매,daegu,2020,20018,30,0,0.0
170,2,2,5,자동차판매,seoul,2019,14416,55,0,0.0
171,2,2,5,자동차판매,seoul,2020,181,4,0,0.0
172,2,2,5,전기,daegu,2019,10766,35,0,0.0
173,2,2,5,전기,seoul,2019,5613,34,0,0.0
174,2,2,5,전기,seoul,2020,681,8,0,0.0
175,2,2,5,주방용구,daegu,2019,38177,349,0,0.0
176,2,2,5,주방용구,daegu,2020,2645,63,0,0.0
177,2,2,5,주방용구,seoul,2019,10975,255,0,0.0
178,2,2,5,주방용구,seoul,2020,35146,113,0,0.0
179,2,2,5,직물,daegu,2019,18050,219,0,0.0
180,2,2,5,직물,daegu,2020,4553,35,0,0.0
181,2,2,5,직물,seoul,2019,16337,177,0,0.0
182,2,2,5,직물,seoul,2020,8848,44,0,0.0
183,2,3,5,가구,daegu,2019,1623,5,0,0.0
184,2,3,5,가구,seoul,2019,8627,49,0,0.0
185,2,3,5,가전,daegu,2019,83035,175,0,0.0
186,2,3,5,가전,seoul,2019,147383,510,0,0.0
187,2,3,5,광학제품,daegu,2019,21602,264,0,0.0
188,2,3,5,광학제품,seoul,2019,2100,86,0,0.0
189,2,3,5,레저업소,daegu,2019,145599,10083,0,0.0
190,2,3,5,레저업소,seoul,2019,230444,19639,0,0.0
191,2,3,5,레저용품,daegu,2019,182826,2685,0,0.0
192,2,3,5,레저용품,seoul,2019,785444,10261,0,0.0
193,2,3,5,문화취미,daegu,2019,139586,6325,0,0.0
194,2,3,5,문화취미,seoul,2019,100897,6215,0,0.0
195,2,3,5,보건위생,daegu,2019,311776,8661,0,0.0
196,2,3,5,보건위생,seoul,2019,424060,13363,0,0.0
197,2,3,5,사무통신,daegu,2019,522389,72030,0,0.0
198,2,3,5,사무통신,seoul,2019,55456,4669,0,0.0
199,2,3,5,서적문구,daegu,2019,80216,3144,0,0.0
200,2,3,5,서적문구,seoul,2019,82801,4209,0,0.0
201,2,3,5,수리서비스,daegu,2019,2886,250,0,0.0
202,2,3,5,수리서비스,seoul,2019,4477,269,0,0.0
203,2,3,5,숙박,daegu,2019,101335,1408,0,0.0
204,2,3,5,숙박,seoul,2019,465989,3783,0,0.0
205,2,3,5,신변잡화,daegu,2019,92422,2865,0,0.0
206,2,3,5,신변잡화,seoul,2019,73883,1658,0,0.0
207,2,3,5,연료판매,daegu,2019,680404,15445,0,0.0
208,2,3,5,연료판매,seoul,2019,360104,9429,0,0.0
209,2,3,5,요식업소,daegu,2019,3143668,109840,0,0.0
210,2,3,5,요식업소,seoul,2019,4150816,280104,0,0.0
211,2,3,5,유통업,daegu,2019,3924431,121180,0,0.0
212,2,3,5,유통업,seoul,2019,8108153,253473,0,0.0
213,2,3,5,음료식품,daegu,2019,738277,23375,0,0.0
214,2,3,5,음료식품,seoul,2019,644799,23920,0,0.0
215,2,3,5,의료기관,daegu,2019,410497,5570,0,0.0
216,2,3,5,의료기관,seoul,2019,372094,7926,0,0.0
217,2,3,5,의복,daegu,2019,382280,6274,0,0.0
218,2,3,5,의복,seoul,2019,322148,5277,0,0.0
219,2,3,5,자동차정비,daegu,2019,22303,1830,0,0.0
220,2,3,5,자동차정비,seoul,2019,44914,6361,0,0.0
221,2,3,5,자동차판매,daegu,2019,5410,5,0,0.0
222,2,3,5,자동차판매,seoul,2019,271,5,0,0.0
223,2,3,5,전기,seoul,2019,2780,10,0,0.0
224,2,3,5,주방용구,daegu,2019,13256,257,0,0.0
225,2,3,5,주방용구,seoul,2019,3683,98,0,0.0
226,2,3,5,직물,daegu,2019,26888,143,0,0.0
227,2,3,5,직물,seoul,2019,13663,59,0,0.0
228,2,3,6,가구,daegu,2020,19082,47,0,0.0
229,2,3,6,가구,seoul,2020,48827,60,0,0.0
230,2,3,6,가전,daegu,2020,20256,81,0,0.0
231,2,3,6,가전,seoul,2020,196372,652,0,0.0
232,2,3,6,광학제품,daegu,2020,17526,264,0,0.0
233,2,3,6,광학제품,seoul,2020,21513,826,0,0.0
234,2,3,6,레저업소,daegu,2020,243674,5903,0,0.0
235,2,3,6,레저업소,seoul,2020,352463,15550,0,0.0
236,2,3,6,레저용품,daegu,2020,83623,1011,0,0.0
237,2,3,6,레저용품,seoul,2020,324799,4542,0,0.0
238,2,3,6,문화취미,daegu,2020,62452,1939,0,0.0
239,2,3,6,문화취미,seoul,2020,72558,1946,0,0.0
240,2,3,6,보건위생,daegu,2020,196525,4191,0,0.0
241,2,3,6,보건위생,seoul,2020,490102,8736,0,0.0
242,2,3,6,사무통신,daegu,2020,366717,51869,0,0.0
243,2,3,6,사무통신,seoul,2020,184621,12499,0,0.0
244,2,3,6,서적문구,daegu,2020,73756,2622,0,0.0
245,2,3,6,서적문구,seoul,2020,211282,5945,0,0.0
246,2,3,6,수리서비스,daegu,2020,32511,1139,0,0.0
247,2,3,6,수리서비스,seoul,2020,41272,1472,0,0.0
248,2,3,6,숙박,daegu,2020,68394,736,0,0.0
249,2,3,6,숙박,seoul,2020,254241,2394,0,0.0
250,2,3,6,신변잡화,daegu,2020,54408,1185,0,0.0
251,2,3,6,신변잡화,seoul,2020,44710,1333,0,0.0
252,2,3,6,연료판매,daegu,2020,681476,14048,0,0.0
253,2,3,6,연료판매,seoul,2020,363099,8557,0,0.0
254,2,3,6,요식업소,daegu,2020,1519222,73157,0,0.0
255,2,3,6,요식업소,seoul,2020,4298456,351111,0,0.0
256,2,3,6,유통업,daegu,2020,1662600,85145,0,0.0
257,2,3,6,유통업,seoul,2020,4221010,254020,0,0.0
258,2,3,6,음료식품,daegu,2020,257079,15610,0,0.0
259,2,3,6,음료식품,seoul,2020,332143,27476,0,0.0
260,2,3,6,의료기관,daegu,2020,2732916,45578,0,0.0
261,2,3,6,의료기관,seoul,2020,3161391,72889,0,0.0
262,2,3,6,의복,daegu,2020,210182,2463,0,0.0
263,2,3,6,의복,seoul,2020,183378,2784,0,0.0
264,2,3,6,자동차정비,daegu,2020,233250,2241,0,0.0
265,2,3,6,자동차정비,seoul,2020,148446,6911,0,0.0
266,2,3,6,자동차판매,daegu,2020,40525,97,0,0.0
267,2,3,6,자동차판매,seoul,2020,20382,40,0,0.0
268,2,3,6,전기,daegu,2020,87,5,0,0.0
269,2,3,6,전기,seoul,2020,4257,24,0,0.0
270,2,3,6,주방용구,daegu,2020,3867,76,0,0.0
271,2,3,6,주방용구,seoul,2020,134978,323,0,0.0
272,2,3,6,직물,daegu,2020,12692,115,0,0.0
273,2,3,6,직물,seoul,2020,23155,190,0,0.0
274,2,4,6,가구,daegu,2019,2705,5,0,0.0
275,2,4,6,가구,daegu,2020,18445,10,0,0.0
276,2,4,6,가구,seoul,2019,7587,33,0,0.0
277,2,4,6,가구,seoul,2020,19407,36,0,0.0
278,2,4,6,가전,daegu,2019,27685,199,0,0.0
279,2,4,6,가전,daegu,2020,24352,153,0,0.0
280,2,4,6,가전,seoul,2019,73471,382,0,0.0
281,2,4,6,가전,seoul,2020,69610,570,0,0.0
282,2,4,6,광학제품,daegu,2019,1869,62,0,0.0
283,2,4,6,광학제품,daegu,2020,19145,321,0,0.0
284,2,4,6,광학제품,seoul,2019,2616,81,0,0.0
285,2,4,6,광학제품,seoul,2020,12748,542,0,0.0
286,2,4,6,레저업소,daegu,2019,133207,10039,0,0.0
287,2,4,6,레저업소,daegu,2020,164799,5951,0,0.0
288,2,4,6,레저업소,seoul,2019,186851,18046,0,0.0
289,2,4,6,레저업소,seoul,2020,336015,15370,0,0.0
290,2,4,6,레저용품,daegu,2019,156429,2243,0,0.0
291,2,4,6,레저용품,daegu,2020,68922,938,0,0.0
292,2,4,6,레저용품,seoul,2019,731287,9924,0,0.0
293,2,4,6,레저용품,seoul,2020,320533,4234,0,0.0
294,2,4,6,문화취미,daegu,2019,113790,5714,0,0.0
295,2,4,6,문화취미,daegu,2020,88715,1929,0,0.0
296,2,4,6,문화취미,seoul,2019,94660,5568,0,0.0
297,2,4,6,문화취미,seoul,2020,46458,2231,0,0.0
298,2,4,6,보건위생,daegu,2019,215199,7274,0,0.0
299,2,4,6,보건위생,daegu,2020,230620,4167,0,0.0
300,2,4,6,보건위생,seoul,2019,298308,11228,0,0.0
301,2,4,6,보건위생,seoul,2020,426366,8492,0,0.0
302,2,4,6,사무통신,daegu,2019,490201,66900,0,0.0
303,2,4,6,사무통신,daegu,2020,370658,53656,0,0.0
304,2,4,6,사무통신,seoul,2019,49914,3768,0,0.0
305,2,4,6,사무통신,seoul,2020,239613,12405,0,0.0
306,2,4,6,서적문구,daegu,2019,50500,2466,0,0.0
307,2,4,6,서적문구,daegu,2020,62282,2777,0,0.0
308,2,4,6,서적문구,seoul,2019,74590,3385,0,0.0
309,2,4,6,서적문구,seoul,2020,159875,5820,0,0.0
310,2,4,6,수리서비스,daegu,2019,3955,208,0,0.0
311,2,4,6,수리서비스,daegu,2020,29398,1029,0,0.0
312,2,4,6,수리서비스,seoul,2019,3970,245,0,0.0
313,2,4,6,수리서비스,seoul,2020,31658,1059,0,0.0
314,2,4,6,숙박,daegu,2019,91601,1297,0,0.0
315,2,4,6,숙박,daegu,2020,40992,748,0,0.0
316,2,4,6,숙박,seoul,2019,441728,3214,0,0.0
317,2,4,6,숙박,seoul,2020,286655,2628,0,0.0
318,2,4,6,신변잡화,daegu,2019,93572,2865,0,0.0
319,2,4,6,신변잡화,daegu,2020,67084,1335,0,0.0
320,2,4,6,신변잡화,seoul,2019,66060,1773,0,0.0
321,2,4,6,신변잡화,seoul,2020,68985,1308,0,0.0
322,2,4,6,연료판매,daegu,2019,748717,17263,0,0.0
323,2,4,6,연료판매,daegu,2020,677344,13981,0,0.0
324,2,4,6,연료판매,seoul,2019,394970,10899,0,0.0
325,2,4,6,연료판매,seoul,2020,362548,8918,0,0.0
326,2,4,6,요식업소,daegu,2019,2370376,88184,0,0.0
327,2,4,6,요식업소,daegu,2020,1647070,76766,0,0.0
328,2,4,6,요식업소,seoul,2019,3572304,263114,0,0.0
329,2,4,6,요식업소,seoul,2020,4619990,354183,0,0.0
330,2,4,6,유통업,daegu,2019,3184068,117512,0,0.0
331,2,4,6,유통업,daegu,2020,1700191,87207,0,0.0
332,2,4,6,유통업,seoul,2019,6412420,237664,0,0.0
333,2,4,6,유통업,seoul,2020,4862785,251218,0,0.0
334,2,4,6,음료식품,daegu,2019,611834,20550,0,0.0
335,2,4,6,음료식품,daegu,2020,249623,15192,0,0.0
336,2,4,6,음료식품,seoul,2019,576017,24510,0,0.0
337,2,4,6,음료식품,seoul,2020,331312,26818,0,0.0
338,2,4,6,의료기관,daegu,2019,370118,7411,0,0.0
339,2,4,6,의료기관,daegu,2020,2553814,38511,0,0.0
340,2,4,6,의료기관,seoul,2019,429713,9417,0,0.0
341,2,4,6,의료기관,seoul,2020,2747867,58399,0,0.0
342,2,4,6,의복,daegu,2019,346033,5967,0,0.0
343,2,4,6,의복,daegu,2020,228309,2499,0,0.0
344,2,4,6,의복,seoul,2019,241341,4817,0,0.0
345,2,4,6,의복,seoul,2020,200978,2654,0,0.0
346,2,4,6,자동차정비,daegu,2019,29134,1650,0,0.0
347,2,4,6,자동차정비,daegu,2020,125260,2221,0,0.0
348,2,4,6,자동차정비,seoul,2019,42891,5802,0,0.0
349,2,4,6,자동차정비,seoul,2020,140526,6787,0,0.0
350,2,4,6,자동차판매,daegu,2019,32460,10,0,0.0
351,2,4,6,자동차판매,daegu,2020,27105,113,0,0.0
352,2,4,6,자동차판매,seoul,2020,28805,82,0,0.0
353,2,4,6,전기,daegu,2019,298,5,0,0.0
354,2,4,6,전기,daegu,2020,8123,20,0,0.0
355,2,4,6,전기,seoul,2020,8434,41,0,0.0
356,2,4,6,주방용구,daegu,2019,9100,241,0,0.0
357,2,4,6,주방용구,daegu,2020,6320,76,0,0.0
358,2,4,6,주방용구,seoul,2019,4316,89,0,0.0
359,2,4,6,주방용구,seoul,2020,72207,229,0,0.0
360,2,4,6,직물,daegu,2019,9514,82,0,0.0
361,2,4,6,직물,daegu,2020,27815,142,0,0.0
362,2,4,6,직물,seoul,2019,8841,35,0,0.0
363,2,4,6,직물,seoul,2020,114164,244,0,0.0
364,2,5,6,가구,daegu,2020,36177,35,0,0.0
365,2,5,6,가구,seoul,2019,6192,5,0,0.0
366,2,5,6,가구,seoul,2020,25390,77,0,0.0
367,2,5,6,가전,daegu,2019,3827,15,0,0.0
368,2,5,6,가전,daegu,2020,52066,115,0,0.0
369,2,5,6,가전,seoul,2019,45444,278,0,0.0
370,2,5,6,가전,seoul,2020,82600,526,0,0.0
371,2,5,6,광학제품,daegu,2019,16,5,0,0.0
372,2,5,6,광학제품,daegu,2020,8573,264,0,0.0
373,2,5,6,광학제품,seoul,2019,2969,34,0,0.0
374,2,5,6,광학제품,seoul,2020,34897,473,0,0.0
375,2,5,6,레저업소,daegu,2019,67527,6272,0,0.0
376,2,5,6,레저업소,daegu,2020,137412,5956,0,0.0
377,2,5,6,레저업소,seoul,2019,146782,15054,0,0.0
378,2,5,6,레저업소,seoul,2020,289608,15827,0,0.0
379,2,5,6,레저용품,daegu,2019,73253,1090,0,0.0
380,2,5,6,레저용품,daegu,2020,92373,1088,0,0.0
381,2,5,6,레저용품,seoul,2019,534056,6858,0,0.0
382,2,5,6,레저용품,seoul,2020,358572,4202,0,0.0
383,2,5,6,문화취미,daegu,2019,109203,4873,0,0.0
384,2,5,6,문화취미,daegu,2020,70136,2274,0,0.0
385,2,5,6,문화취미,seoul,2019,87509,5918,0,0.0
386,2,5,6,문화취미,seoul,2020,62092,2919,0,0.0
387,2,5,6,보건위생,daegu,2019,50532,1997,0,0.0
388,2,5,6,보건위생,daegu,2020,290147,4362,0,0.0
389,2,5,6,보건위생,seoul,2019,117383,5407,0,0.0
390,2,5,6,보건위생,seoul,2020,513933,8459,0,0.0
391,2,5,6,사무통신,daegu,2019,367751,49643,0,0.0
392,2,5,6,사무통신,daegu,2020,389390,56134,0,0.0
393,2,5,6,사무통신,seoul,2019,42964,3590,0,0.0
394,2,5,6,사무통신,seoul,2020,198999,12829,0,0.0
395,2,5,6,서적문구,daegu,2019,10460,646,0,0.0
396,2,5,6,서적문구,daegu,2020,52030,2459,0,0.0
397,2,5,6,서적문구,seoul,2019,27658,1208,0,0.0
398,2,5,6,서적문구,seoul,2020,147131,5728,0,0.0
399,2,5,6,수리서비스,daegu,2019,341,80,0,0.0
400,2,5,6,수리서비스,daegu,2020,25274,825,0,0.0
401,2,5,6,수리서비스,seoul,2019,661,62,0,0.0
402,2,5,6,수리서비스,seoul,2020,31997,1221,0,0.0
403,2,5,6,숙박,daegu,2019,60246,749,0,0.0
404,2,5,6,숙박,daegu,2020,56185,802,0,0.0
405,2,5,6,숙박,seoul,2019,448113,2810,0,0.0
406,2,5,6,숙박,seoul,2020,233296,2621,0,0.0
407,2,5,6,신변잡화,daegu,2019,22245,904,0,0.0
408,2,5,6,신변잡화,daegu,2020,65225,1306,0,0.0
409,2,5,6,신변잡화,seoul,2019,36527,1057,0,0.0
410,2,5,6,신변잡화,seoul,2020,62245,1258,0,0.0
411,2,5,6,연료판매,daegu,2019,575093,13480,0,0.0
412,2,5,6,연료판매,daegu,2020,702209,13770,0,0.0
413,2,5,6,연료판매,seoul,2019,287326,7824,0,0.0
414,2,5,6,연료판매,seoul,2020,374409,8989,0,0.0
415,2,5,6,요식업소,daegu,2019,1262455,47267,0,0.0
416,2,5,6,요식업소,daegu,2020,1653704,76884,0,0.0
417,2,5,6,요식업소,seoul,2019,3113058,237633,0,0.0
418,2,5,6,요식업소,seoul,2020,4691145,352471,0,0.0
419,2,5,6,유통업,daegu,2019,792808,61858,0,0.0
420,2,5,6,유통업,daegu,2020,1778792,86785,0,0.0
421,2,5,6,유통업,seoul,2019,2330411,149023,0,0.0
422,2,5,6,유통업,seoul,2020,5022663,248115,0,0.0
423,2,5,6,음료식품,daegu,2019,89790,4861,0,0.0
424,2,5,6,음료식품,daegu,2020,259460,15050,0,0.0
425,2,5,6,음료식품,seoul,2019,160536,9643,0,0.0
426,2,5,6,음료식품,seoul,2020,332941,26421,0,0.0
427,2,5,6,의료기관,daegu,2019,98904,2063,0,0.0
428,2,5,6,의료기관,daegu,2020,2291716,35571,0,0.0
429,2,5,6,의료기관,seoul,2019,175841,3254,0,0.0
430,2,5,6,의료기관,seoul,2020,2463392,52716,0,0.0
431,2,5,6,의복,daegu,2019,137249,2623,0,0.0
432,2,5,6,의복,daegu,2020,140495,2395,0,0.0
433,2,5,6,의복,seoul,2019,131530,2749,0,0.0
434,2,5,6,의복,seoul,2020,225325,2740,0,0.0
435,2,5,6,자동차정비,daegu,2019,4062,812,0,0.0
436,2,5,6,자동차정비,daegu,2020,166504,2086,0,0.0
437,2,5,6,자동차정비,seoul,2019,35330,5243,0,0.0
438,2,5,6,자동차정비,seoul,2020,121155,6419,0,0.0
439,2,5,6,자동차판매,daegu,2019,327,5,0,0.0
440,2,5,6,자동차판매,daegu,2020,132215,87,0,0.0
441,2,5,6,자동차판매,seoul,2020,25306,61,0,0.0
442,2,5,6,전기,daegu,2020,1228,10,0,0.0
