"행정구역(시·군)별","경제활동별","항목","단위","2016 년","2015 년","2014 년","2013 년","2012 년","2011 년","2010 년",
"안양시","숙박 및 음식점업","중간소비","","668382","638915","630716","653314","637399","629052","530164",
"안양시","숙박 및 음식점업","지역내총부가가치(당해년가격)","","441659","406188","374509","381092","354834","356296","336972",
"안양시","숙박 및 음식점업","고정자본소모","","23299","21518","19738","20980","19998","19640","17362",
"안양시","숙박 및 음식점업","지역내순생산","","418360","384670","354770","360112","334836","336656","319609",
"안양시","숙박 및 음식점업","기타생산세(기타생산보조금 공제)","","6419","6103","5543","5878","5457","5347","4875",
"안양시","숙박 및 음식점업","지역내요소소득","","411941","378567","349227","354234","329379","331309","314735",
"안양시","숙박 및 음식점업","2010년 기준년 고정가격_산출액","","963412","927636","910960","952994","928283","940050","867136",
"안양시","숙박 및 음식점업","2010년 기준년 고정가격_지역내","","338797","333570","330182","347359","336439","344929","336972",
"안양시","출판, 영상, 방송통신 및 정보서비스업","산출액(당해년가격)","","3201536","3227633","3034139","2748495","2509872","2434341","2114618",
"안양시","출판, 영상, 방송통신 및 정보서비스업","중간소비","","1760627","1786206","1704860","1578058","1478555","1445731","1231938",
"안양시","출판, 영상, 방송통신 및 정보서비스업","지역내총부가가치(당해년가격)","","1440909","1441427","1329279","1170437","1031317","988610","882680",
"안양시","출판, 영상, 방송통신 및 정보서비스업","고정자본소모","","598202","606152","567154","508976","466121","443772","380801",
"안양시","출판, 영상, 방송통신 및 정보서비스업","지역내순생산","","842707","835275","762125","661461","565196","544838","501880",
"안양시","출판, 영상, 방송통신 및 정보서비스업","기타생산세(기타생산보조금 공제)","","1085","2675","2241","2168","2080","2075","1661",
"안양시","출판, 영상, 방송통신 및 정보서비스업","지역내요소소득","","841621","832601","759884","659293","563116","542763","500218",
"안양시","출판, 영상, 방송통신 및 정보서비스업","2010년 기준년 고정가격_산출액","","3214864","3274732","3066895","2770025","2534945","2445463","2114618",
"안양시","출판, 영상, 방송통신 및 정보서비스업","2010년 기준년 고정가격_지역내","","1477794","1507212","1377101","1225686","1072812","1023915","882680",
"안양시","금융 및 보험업","산출액(당해년가격)","","1960540","1862599","1928366","1961604","1992860","1861821","1644465",
"안양시","금융 및 보험업","중간소비","","970738","931049","939151","968366","958909","851072","715234",
"안양시","금융 및 보험업","지역내총부가가치(당해년가격)","","989802","931549","989214","993238","1033951","1010748","929231",
"안양시","금융 및 보험업","고정자본소모","","91933","87584","90445","92111","88989","78188","72012",
"안양시","금융 및 보험업","지역내순생산","","897869","843965","898769","901126","944962","932560","857220",
"안양시","금융 및 보험업","기타생산세(기타생산보조금 공제)","","2122","1989","1834","1850","1749","1597","1377",
"안양시","금융 및 보험업","지역내요소소득","","895747","841977","896934","899276","943213","930963","855843",
"안양시","금융 및 보험업","2010년 기준년 고정가격_산출액","","2118523","1996906","2034965","2065595","2000141","1785533","1644465",
"안양시","금융 및 보험업","2010년 기준년 고정가격_지역내","","1143039","1067755","1089791","1082048","1036339","943875","929231",
"안양시","부동산 및 임대업","산출액(당해년가격)","","2416529","2066506","2227879","2182757","1899264","1983745","1904817",
"안양시","부동산 및 임대업","중간소비","","532592","441063","482110","462559","409875","440911","403170",
"안양시","부동산 및 임대업","지역내총부가가치(당해년가격)","","1883937","1625443","1745769","1720198","1489388","1542834","1501646",
"안양시","부동산 및 임대업","고정자본소모","","532343","451638","484504","480736","406916","412852","363917",
"안양시","부동산 및 임대업","지역내순생산","","1351594","1173805","1261266","1239463","1082472","1129983","1137730",
"안양시","부동산 및 임대업","기타생산세(기타생산보조금 공제)","","106311","90656","96443","102012","87713","90993","81188",
"안양시","부동산 및 임대업","지역내요소소득","","1245282","1083149","1164823","1137450","994759","1038990","1056542",
"안양시","부동산 및 임대업","2010년 기준년 고정가격_산출액","","2125661","1848071","2025960","2016636","1792631","1931058","1904817",
"안양시","부동산 및 임대업","2010년 기준년 고정가격_지역내","","1561387","1387194","1539233","1554456","1395334","1519094","1501646",
"안양시","사업서비스업","산출액(당해년가격)","","4165780","3792440","3662726","3588298","3252884","2707593","3000742",
"안양시","사업서비스업","중간소비","","1701290","1508501","1487721","1459380","1328911","1120370","1215453",
"안양시","사업서비스업","지역내총부가가치(당해년가격)","","2464491","2283939","2175005","2128917","1923973","1587223","1785288",
"안양시","사업서비스업","고정자본소모","","345044","334527","330252","322815","316702","274763","322182",
"안양시","사업서비스업","지역내순생산","","2119447","1949412","1844753","1806103","1607271","1312461","1463107",
"안양시","사업서비스업","기타생산세(기타생산보조금 공제)","","7448","10689","9032","9033","8273","6928","7066",
"안양시","사업서비스업","지역내요소소득","","2112000","1938723","1835721","1797070","1598998","1305532","1456040",
"안양시","사업서비스업","2010년 기준년 고정가격_산출액","","3779944","3459534","3389145","3351624","3076405","2622816","3000742",
"안양시","사업서비스업","2010년 기준년 고정가격_지역내","","2106773","1968138","1914721","1910356","1779243","1537259","1785288",
"안양시","공공행정, 국방 및  사회보장행정","산출액(당해년가격)","","1018734","962929","1247079","1190851","1125976","1121743","973130",
"안양시","공공행정, 국방 및  사회보장행정","중간소비","","246897","229460","324639","335738","333330","341657","289327",
"안양시","공공행정, 국방 및  사회보장행정","지역내총부가가치(당해년가격)","","771837","733468","922440","855113","792646","780086","683803",
"안양시","공공행정, 국방 및  사회보장행정","고정자본소모","","231774","220246","278938","265125","249070","249027","209924",
"안양시","공공행정, 국방 및  사회보장행정","지역내순생산","","540063","513222","643502","589988","543576","531060","473879",
"안양시","공공행정, 국방 및  사회보장행정","기타생산세(기타생산보조금 공제)","","82","75","77","62","62","66","35",
"안양시","공공행정, 국방 및  사회보장행정","지역내요소소득","","539981","513147","643425","589926","543514","530994","473845",
"안양시","공공행정, 국방 및  사회보장행정","2010년 기준년 고정가격_산출액","","881929","852742","1127676","1101239","1060538","1081607","973130",
"안양시","공공행정, 국방 및  사회보장행정","2010년 기준년 고정가격_지역내","","645833","632665","819475","781173","740467","751369","683803",
"안양시","교육서비스업","산출액(당해년가격)","","1171738","1232806","1230017","1187841","1767777","1619319","1934425",
"안양시","교육서비스업","중간소비","","333318","349394","356793","362502","564499","501376","631934",
"안양시","교육서비스업","지역내총부가가치(당해년가격)","","838420","883412","873224","825339","1203277","1117943","1302491",
"안양시","교육서비스업","고정자본소모","","103500","106866","104764","99020","143494","129058","143627",
"안양시","교육서비스업","지역내순생산","","734920","776546","768459","726319","1059783","988886","1158865",
"안양시","교육서비스업","기타생산세(기타생산보조금 공제)","","3637","3554","3053","2930","4179","3800","3761",
"안양시","교육서비스업","지역내요소소득","","731283","772992","765407","723389","1055605","985086","1155104",
"안양시","교육서비스업","2010년 기준년 고정가격_산출액","","1002638","1073717","1088027","1077225","1660698","1550815","1934425",
"안양시","교육서비스업","2010년 기준년 고정가격_지역내","","697761","751434","759078","741967","1128462","1069157","1302491",
"안양시","보건 및 사회복지사업","산출액(당해년가격)","","1193317","1096386","1021835","1028741","960944","876709","849001",
"안양시","보건 및 사회복지사업","중간소비","","498095","460559","467833","496824","461400","424515","405186",
"안양시","보건 및 사회복지사업","지역내총부가가치(당해년가격)","","695222","635827","554002","531917","499544","452195","443815",
"안양시","보건 및 사회복지사업","고정자본소모","","62893","60025","56456","55522","53668","48331","46149",
"안양시","보건 및 사회복지사업","지역내순생산","","632329","575801","497546","476395","445876","403864","397666",
"안양시","보건 및 사회복지사업","기타생산세(기타생산보조금 공제)","","2185","2047","243","3218","3028","2896","2359",
"안양시","보건 및 사회복지사업","지역내요소소득","","630144","573754","497302","473177","442848","400969","395307",
"안양시","보건 및 사회복지사업","2010년 기준년 고정가격_산출액","","1129430","1060455","1003001","921810","930990","846236","849001",
"안양시","보건 및 사회복지사업","2010년 기준년 고정가격_지역내","","595463","574559","537287","521743","487311","441208","443815",
"안양시","문화 및 기타서비스업","산출액(당해년가격)","","1150496","1054423","1100722","1058645","1040128","1013885","896223",
"안양시","문화 및 기타서비스업","중간소비","","586456","545046","563241","540009","531730","531463","466581",
"안양시","문화 및 기타서비스업","지역내총부가가치(당해년가격)","","564040","509377","537481","518635","508398","482423","429642",
"안양시","문화 및 기타서비스업","고정자본소모","","106337","99629","102640","99198","98065","94273","82232",
"안양시","문화 및 기타서비스업","지역내순생산","","457703","409748","434842","419437","410332","388149","347410",
"안양시","문화 및 기타서비스업","기타생산세(기타생산보조금 공제)","","22515","20406","17324","15912","15299","15020","9708",
"안양시","문화 및 기타서비스업","지역내요소소득","","435188","389342","417518","403525","395033","373129","337702",
"안양시","문화 및 기타서비스업","2010년 기준년 고정가격_산출액","","1017134","952987","999953","986693","982002","971815","896223",
"안양시","문화 및 기타서비스업","2010년 기준년 고정가격_지역내","","472484","445094","476375","477999","473549","458245","429642",
"부천시","총부가가치(기초가격)","산출액(당해년가격)","","34328473","33166558","32245435","32687495","31638019","31286186","30126592",
"부천시","총부가가치(기초가격)","중간소비","","18462134","17933084","17661450","18081709","17921084","18083215","17034701",
"부천시","총부가가치(기초가격)","지역내총부가가치(당해년가격)","","15866339","15233473","14583985","14605787","13716935","13202971","13091891",
"부천시","총부가가치(기초가격)","고정자본소모","","3153430","3136871","3018797","2960620","2736577","2653367","2588261",
"부천시","총부가가치(기초가격)","지역내순생산","","12712909","12096602","11565187","11645166","10980358","10549604","10503630",
"부천시","총부가가치(기초가격)","기타생산세(기타생산보조금 공제)","","231752","227639","207435","225053","209940","206349","168625",
"부천시","총부가가치(기초가격)","지역내요소소득","","12481157","11868963","11357752","11420113","10770418","10343255","10335005",
"부천시","총부가가치(기초가격)","2010년 기준년 고정가격_산출액","","34388470","32786724","32027557","31848944","31000816","30748712","30126592",
"부천시","총부가가치(기초가격)","2010년 기준년 고정가격_지역내","","14480048","14065248","13836650","13874875","13343334","13048373","13091891",
"부천시","농림어업","산출액(당해년가격)","","1367","1490","1395","1938","1875","1924","1524",
"부천시","농림어업","중간소비","","629","684","668","1011","955","981","816",
"부천시","농림어업","지역내총부가가치(당해년가격)","","738","807","727","928","920","944","708",
"부천시","농림어업","고정자본소모","","118","128","123","177","180","198","154",
"부천시","농림어업","지역내순생산","","620","679","604","751","741","745","554",
"부천시","농림어업","기타생산세(기타생산보조금 공제)","","113","109","95","145","144","136","101",
"부천시","농림어업","지역내요소소득","","506","570","509","606","596","609","452",
"부천시","농림어업","2010년 기준년 고정가격_산출액","","1347","1449","1372","1982","1842","1815","1524",
"부천시","농림어업","2010년 기준년 고정가격_지역내","","612","661","634","890","843","867","708",
"부천시","광업","산출액(당해년가격)","","0","147","153","-","-","1139","1181",
"부천시","광업","중간소비","","0","68","67","-","-","523","544",
"부천시","광업","지역내총부가가치(당해년가격)","","0","79","86","-","-","616","637",
"부천시","광업","고정자본소모","","0","17","17","-","-","166","161",
"부천시","광업","지역내순생산","","0","62","69","-","-","450","476",
"부천시","광업","기타생산세(기타생산보조금 공제)","","0","3","3","-","-","20","13",
"부천시","광업","지역내요소소득","","0","59","67","-","-","431","463",
"부천시","광업","2010년 기준년 고정가격_산출액","","0","135","140","-","-","1070","1181",
"부천시","광업","2010년 기준년 고정가격_지역내","","0","70","80","-","-","579","637",
"부천시","제조업","산출액(당해년가격)","","10256516","10243919","10375338","10533382","10008042","10965572","10315164",
"부천시","제조업","중간소비","","7229420","7307708","7525614","7673550","7547418","8326470","7641176",
"부천시","제조업","지역내총부가가치(당해년가격)","","3027095","2936212","2849724","2859832","2460624","2639102","2673988",
"부천시","제조업","고정자본소모","","899027","893020","865643","800596","693490","738436","793197",
"부천시","제조업","지역내순생산","","2128069","2043192","1984081","2059236","1767134","1900665","1880791",
"부천시","제조업","기타생산세(기타생산보조금 공제)","","24347","22977","21536","22367","21010","22141","20171",
"부천시","제조업","지역내요소소득","","2103722","2020215","1962545","2036868","1746124","1878524","1860620",
"부천시","제조업","2010년 기준년 고정가격_산출액","","11943994","11238973","11385748","10910018","10359919","11135594","10315164",
"부천시","제조업","2010년 기준년 고정가격_지역내","","3003968","2845457","2875644","2741883","2564625","2774045","2673988",
"부천시","전기, 가스, 증기 및 수도사업","산출액(당해년가격)","","179572","287820","313425","500435","476489","387460","465112",
"부천시","전기, 가스, 증기 및 수도사업","중간소비","","107002","183297","227359","406390","390579","315304","360644",
"부천시","전기, 가스, 증기 및 수도사업","지역내총부가가치(당해년가격)","","72570","104523","86065","94046","85909","72156","104469",
"부천시","전기, 가스, 증기 및 수도사업","고정자본소모","","30005","45076","41238","50061","48686","44149","55902",
"부천시","전기, 가스, 증기 및 수도사업","지역내순생산","","42565","59448","44827","43984","37224","28007","48567",
"부천시","전기, 가스, 증기 및 수도사업","기타생산세(기타생산보조금 공제)","","302","457","318","296","277","271","353",
"부천시","전기, 가스, 증기 및 수도사업","지역내요소소득","","42264","58990","44509","43689","36947","27736","48213",
"부천시","전기, 가스, 증기 및 수도사업","2010년 기준년 고정가격_산출액","","169912","249719","247951","400410","391090","351679","465112",
"부천시","전기, 가스, 증기 및 수도사업","2010년 기준년 고정가격_지역내","","41655","64132","66390","78878","82307","75890","104469",
"부천시","건설업","산출액(당해년가격)","","3520581","2969229","2061419","2017712","2189386","2226179","2427736",
"부천시","건설업","중간소비","","2252367","1914475","1357252","1348937","1478347","1521134","1650803",
"부천시","건설업","지역내총부가가치(당해년가격)","","1268214","1054754","704167","668775","711039","705045","776933",
"부천시","건설업","고정자본소모","","95242","87521","62950","59992","65137","65404","68511",
"부천시","건설업","지역내순생산","","1172972","967233","641217","608784","645903","639641","708422",
"부천시","건설업","기타생산세(기타생산보조금 공제)","","6493","6187","4183","4247","4460","4158","3622",
"부천시","건설업","지역내요소소득","","1166478","961046","637034","604537","641443","635483","704800",
"부천시","건설업","2010년 기준년 고정가격_산출액","","3244698","2720607","1880034","1860881","2027919","2104286","2427736",
"부천시","건설업","2010년 기준년 고정가격_지역내","","1026008","859450","588325","581220","647938","669046","776933",
"부천시","도매 및 소매업","산출액(당해년가격)","","2850331","2710446","2745260","2727558","2858852","2662365","2408119",
"부천시","도매 및 소매업","중간소비","","1419929","1333684","1328736","1297708","1391182","1273773","1137642",
"부천시","도매 및 소매업","지역내총부가가치(당해년가격)","","1430402","1376762","1416524","1429851","1467670","1388592","1270477",
"부천시","도매 및 소매업","고정자본소모","","113055","107878","104581","100480","102747","98036","87253",
"부천시","도매 및 소매업","지역내순생산","","1317347","1268884","1311944","1329371","1364923","1290556","1183225",
"부천시","도매 및 소매업","기타생산세(기타생산보조금 공제)","","30254","29048","27586","27310","27434","26224","21301",
"부천시","도매 및 소매업","지역내요소소득","","1287093","1239836","1284358","1302061","1337489","1264332","1161924",
"부천시","도매 및 소매업","2010년 기준년 고정가격_산출액","","2716919","2621324","2638661","2622148","2749557","2584729","2408119",
"부천시","도매 및 소매업","2010년 기준년 고정가격_지역내","","1460366","1413538","1435946","1418607","1437191","1361113","1270477",
"부천시","운수업","산출액(당해년가격)","","1199895","1209566","1118916","1054848","1050347","1072011","1000977",
"부천시","운수업","중간소비","","655443","673506","648985","617610","627429","646192","593200",
"부천시","운수업","지역내총부가가치(당해년가격)","","544452","536060","469931","437238","422918","425819","407777",
"부천시","운수업","고정자본소모","","171992","169407","149203","136068","133808","128777","110993",
"부천시","운수업","지역내순생산","","372460","366653","320728","301170","289110","297041","296784",
"부천시","운수업","기타생산세(기타생산보조금 공제)","","11147","11041","8777","8138","7931","8234","6008",
"부천시","운수업","지역내요소소득","","361314","355613","311951","293032","281180","288808","290776",
"부천시","운수업","2010년 기준년 고정가격_산출액","","1098264","1114978","1029437","989315","993923","1048907","1000977",
"부천시","운수업","2010년 기준년 고정가격_지역내","","438317","450556","424171","415722","423897","441188","407777",
"부천시","숙박 및 음식점업","산출액(당해년가격)","","1343142","1272599","1256677","1254670","1270828","1227982","1106953",
"부천시","숙박 및 음식점업","중간소비","","808738","777993","788487","792429","816365","783952","676788",
"부천시","숙박 및 음식점업","지역내총부가가치(당해년가격)","","534404","494606","468190","462241","454463","444031","430165",
"부천시","숙박 및 음식점업","고정자본소모","","28191","26202","24676","25447","25612","24476","22164",
"부천시","숙박 및 음식점업","지역내순생산","","506213","468404","443515","436794","428850","419555","408001",
"부천시","숙박 및 음식점업","기타생산세(기타생산보조금 공제)","","7767","7431","6929","7130","6989","6663","6223",
"부천시","숙박 및 음식점업","지역내요소소득","","498446","460974","436585","429664","421861","412892","401778",
"부천시","숙박 및 음식점업","2010년 기준년 고정가격_산출액","","1165722","1129563","1138832","1155922","1188924","1171530","1106953",
"부천시","숙박 및 음식점업","2010년 기준년 고정가격_지역내","","409942","406181","412776","421325","430903","429866","430165",
"부천시","출판, 영상, 방송통신 및 정보서비스업","산출액(당해년가격)","","2013433","2011704","1830725","1677048","1528257","1479999","1343220",
"부천시","출판, 영상, 방송통신 및 정보서비스업","중간소비","","1107251","1113298","1028671","962883","900290","878957","782535",
"부천시","출판, 영상, 방송통신 및 정보서비스업","지역내총부가가치(당해년가격)","","906182","898406","802054","714165","627967","601042","560685",
"부천시","출판, 영상, 방송통신 및 정보서비스업","고정자본소모","","376207","377800","342207","310561","283820","269799","241887",
"부천시","출판, 영상, 방송통신 및 정보서비스업","지역내순생산","","529975","520606","459848","403603","344147","331243","318797",
"부천시","출판, 영상, 방송통신 및 정보서비스업","기타생산세(기타생산보조금 공제)","","682","1667","1352","1323","1266","1262","1055",
"부천시","출판, 영상, 방송통신 및 정보서비스업","지역내요소소득","","529292","518939","458495","402280","342880","329982","317742",
"부천시","출판, 영상, 방송통신 및 정보서비스업","2010년 기준년 고정가격_산출액","","2021815","2041059","1850490","1690184","1543523","1486760","1343220",
"부천시","출판, 영상, 방송통신 및 정보서비스업","2010년 기준년 고정가격_지역내","","929379","939408","830909","747876","653233","622507","560685",
"부천시","금융 및 보험업","산출액(당해년가격)","","2356460","2201720","2361137","2388231","2438745","2203194","2345497",
"부천시","금융 및 보험업","중간소비","","1166773","1100565","1149920","1178975","1173457","1007120","1020136",
"부천시","금융 및 보험업","지역내총부가가치(당해년가격)","","1189687","1101156","1211217","1209256","1265288","1196074","1325360",
"부천시","금융 및 보험업","고정자본소모","","110498","103531","110744","112144","108899","92524","102710",
"부천시","금융 및 보험업","지역내순생산","","1079188","997625","1100474","1097111","1156389","1103550","1222650",
"부천시","금융 및 보험업","기타생산세(기타생산보조금 공제)","","2551","2351","2246","2252","2140","1890","1964",
"부천시","금융 및 보험업","지역내요소소득","","1076638","995274","1098228","1094859","1154249","1101660","1220686",
"부천시","금융 및 보험업","2010년 기준년 고정가격_산출액","","2546347","2360480","2491659","2514839","2447655","2112919","2345497",
"부천시","금융 및 보험업","2010년 기준년 고정가격_지역내","","1373870","1262160","1334366","1317382","1268210","1116939","1325360",
"부천시","부동산 및 임대업","산출액(당해년가격)","","2401704","2361304","2321925","2437677","2231387","2242680","1959953",
"부천시","부동산 및 임대업","중간소비","","529325","503983","502461","516580","481550","498462","414840",
"부천시","부동산 및 임대업","지역내총부가가치(당해년가격)","","1872379","1857321","1819463","1921097","1749837","1744218","1545113",
"부천시","부동산 및 임대업","고정자본소모","","529077","516066","504956","536880","478073","466740","374450",
"부천시","부동산 및 임대업","지역내순생산","","1343302","1341255","1314507","1384217","1271764","1277478","1170662",
"부천시","부동산 및 임대업","기타생산세(기타생산보조금 공제)","","105659","103589","100514","113926","103051","102870","83538",
"부천시","부동산 및 임대업","지역내요소소득","","1237643","1237666","1213994","1270291","1168713","1174607","1087124",
"부천시","부동산 및 임대업","2010년 기준년 고정가격_산출액","","2112620","2111708","2111482","2252155","2106108","2183116","1959953",
"부천시","부동산 및 임대업","2010년 기준년 고정가격_지역내","","1551808","1585085","1604209","1735998","1639335","1717378","1545113",
"부천시","사업서비스업","산출액(당해년가격)","","2455508","2225082","2151325","2454509","2289985","1890490","1798646",
"부천시","사업서비스업","중간소비","","1002820","885060","873822","998262","935535","782262","728543",
"부천시","사업서비스업","지역내총부가가치(당해년가격)","","1452687","1340021","1277503","1456247","1354451","1108228","1070103",
"부천시","사업서비스업","고정자본소모","","203385","196272","193976","220816","222954","191844","193116",
"부천시","사업서비스업","지역내순생산","","1249302","1143750","1083527","1235431","1131497","916383","876987",
"부천시","사업서비스업","기타생산세(기타생산보조금 공제)","","4390","6272","5305","6179","5824","4838","4235",
"부천시","사업서비스업","지역내요소소득","","1244912","1137478","1078222","1229253","1125673","911546","872752",
"부천시","사업서비스업","2010년 기준년 고정가격_산출액","","2228078","2029761","1990636","2292617","2165747","1831297","1798646",
"부천시","사업서비스업","2010년 기준년 고정가격_지역내","","1241831","1154737","1124624","1306744","1252563","1073342","1070103",
"부천시","공공행정, 국방 및  사회보장행정","산출액(당해년가격)","","1053385","1152257","1200459","1193190","1140945","1084584","1216815",
"부천시","공공행정, 국방 및  사회보장행정","중간소비","","255295","274576","312503","336398","337761","330339","361778",
"부천시","공공행정, 국방 및  사회보장행정","지역내총부가가치(당해년가격)","","798090","877681","887956","856793","803184","754245","855037",
"부천시","공공행정, 국방 및  사회보장행정","고정자본소모","","239657","263550","268510","265646","252381","240777","262491",
"부천시","공공행정, 국방 및  사회보장행정","지역내순생산","","558432","614131","619446","591147","550803","513468","592545",
"부천시","공공행정, 국방 및  사회보장행정","기타생산세(기타생산보조금 공제)","","85","90","74","62","63","63","43",
"부천시","공공행정, 국방 및  사회보장행정","지역내요소소득","","558347","614041","619372","591085","550740","513404","592502",
"부천시","공공행정, 국방 및  사회보장행정","2010년 기준년 고정가격_산출액","","911927","1020406","1085520","1103402","1074638","1045778","1216815",
"부천시","공공행정, 국방 및  사회보장행정","2010년 기준년 고정가격_지역내","","667801","757058","788840","782708","750311","726479","855037",
"부천시","교육서비스업","산출액(당해년가격)","","1333204","1329645","1378771","1343880","1244490","1130638","1159496",
"부천시","교육서비스업","중간소비","","379249","376840","399942","410122","397400","350070","378782",
"부천시","교육서비스업","지역내총부가가치(당해년가격)","","953954","952805","978828","933758","847091","780568","780714",
"부천시","교육서비스업","고정자본소모","","117762","115261","117434","112027","101018","90110","86090",
"부천시","교육서비스업","지역내순생산","","836192","837545","861395","821731","746073","690458","694624",
"부천시","교육서비스업","기타생산세(기타생산보조금 공제)","","4138","3833","3422","3315","2942","2653","2254",
"부천시","교육서비스업","지역내요소소득","","832054","833712","857973","818416","743131","687805","692370",
"부천시","교육서비스업","2010년 기준년 고정가격_산출액","","1140801","1158059","1219609","1218733","1169108","1082807","1159496",
"부천시","교육서비스업","2010년 기준년 고정가격_지역내","","793913","810460","850878","839435","794422","746504","780714",
"부천시","보건 및 사회복지사업","산출액(당해년가격)","","1803830","1666748","1557577","1534806","1416412","1322148","1261986",
"부천시","보건 및 사회복지사업","중간소비","","752925","700151","713115","741225","680094","640202","602283",
"부천시","보건 및 사회복지사업","지역내총부가가치(당해년가격)","","1050905","966597","844462","793581","736318","681946","659703",
"부천시","보건 및 사회복지사업","고정자본소모","","95070","91252","86056","82835","79105","72886","68598",
"부천시","보건 및 사회복지사업","지역내순생산","","955835","875345","758406","710746","657212","609059","591105",
"부천시","보건 및 사회복지사업","기타생산세(기타생산보조금 공제)","","3303","3113","371","4801","4463","4367","3507",
"부천시","보건 및 사회복지사업","지역내요소소득","","952532","872232","758035","705945","652749","604693","587598",
"부천시","보건 및 사회복지사업","2010년 기준년 고정가격_산출액","","1707258","1612125","1528869","1375272","1372260","1276192","1261986",
"부천시","보건 및 사회복지사업","2010년 기준년 고정가격_지역내","","900107","873456","818984","778402","718286","665377","659703",
"부천시","문화 및 기타서비스업","산출액(당해년가격)","","1559547","1522881","1570933","1567609","1491979","1387820","1314214",
"부천시","문화 및 기타서비스업","중간소비","","794967","787198","803848","799629","762723","727474","684191",
"부천시","문화 및 기타서비스업","지역내총부가가치(당해년가격)","","764580","735683","767085","767979","729255","660347","630023",
"부천시","문화 및 기타서비스업","고정자본소모","","144144","143893","146486","146890","140667","129043","120584",
"부천시","문화 및 기타서비스업","지역내순생산","","620436","591790","620600","621090","588589","531304","509439",
"부천시","문화 및 기타서비스업","기타생산세(기타생산보조금 공제)","","30520","29473","24724","23562","21946","20560","14235",
"부천시","문화 및 기타서비스업","지역내요소소득","","589916","562318","595875","597528","566643","510744","495204",
"부천시","문화 및 기타서비스업","2010년 기준년 고정가격_산출액","","1378768","1376378","1427117","1461065","1408603","1330234","1314214",
"부천시","문화 및 기타서비스업","2010년 기준년 고정가격_지역내","","640472","642839","679875","707806","679268","627253","630023",
"광명시","총부가가치(기초가격)","산출액(당해년가격)","","14444601","14083477","13684527","13481410","12917158","10206449","9387431",
"광명시","총부가가치(기초가격)","중간소비","","8249914","8164920","8038446","8075985","7983199","6145019","5481127",
"광명시","총부가가치(기초가격)","지역내총부가가치(당해년가격)","","6194687","5918557","5646081","5405425","4933958","4061431","3906303",
"광명시","총부가가치(기초가격)","고정자본소모","","1321994","1309096","1253852","1162885","1056673","831586","785792",
"광명시","총부가가치(기초가격)","지역내순생산","","4872694","4609461","4392230","4242540","3877285","3229845","3120511",
"광명시","총부가가치(기초가격)","기타생산세(기타생산보조금 공제)","","89029","88272","79997","76383","73341","65480","55104",
"광명시","총부가가치(기초가격)","지역내요소소득","","4783665","4521189","4312233","4166157","3803944","3164364","3065406",
"광명시","총부가가치(기초가격)","2010년 기준년 고정가격_산출액","","14856375","14205384","13781679","13195304","12726748","10025237","9387431",
"광명시","총부가가치(기초가격)","2010년 기준년 고정가격_지역내","","5666732","5465498","5361487","5114213","4839116","4028533","3906303",
"광명시","농림어업","산출액(당해년가격)","","1923","2523","2092","2714","2588","2499","3229",
"광명시","농림어업","중간소비","","885","1158","1001","1415","1318","1274","1729",
"광명시","농림어업","지역내총부가가치(당해년가격)","","1038","1365","1091","1299","1270","1226","1500",
"광명시","농림어업","고정자본소모","","166","216","184","248","248","258","326",
"광명시","농림어업","지역내순생산","","872","1149","907","1051","1022","968","1173",
"광명시","농림어업","기타생산세(기타생산보조금 공제)","","159","184","143","203","199","177","215",
"광명시","농림어업","지역내요소소득","","712","965","764","848","823","791","959",
"광명시","농림어업","2010년 기준년 고정가격_산출액","","1894","2453","2058","2775","2542","2357","3229",
"광명시","농림어업","2010년 기준년 고정가격_지역내","","860","1120","951","1245","1163","1125","1500",
"광명시","광업","산출액(당해년가격)","","-","-","-","-","-","-","-",
"광명시","광업","중간소비","","-","-","-","-","-","-","-",
"광명시","광업","지역내총부가가치(당해년가격)","","-","-","-","-","-","-","-",
"광명시","광업","고정자본소모","","-","-","-","-","-","-","-",
"광명시","광업","지역내순생산","","-","-","-","-","-","-","-",
"광명시","광업","기타생산세(기타생산보조금 공제)","","-","-","-","-","-","-","-",
"광명시","광업","지역내요소소득","","-","-","-","-","-","-","-",
"광명시","광업","2010년 기준년 고정가격_산출액","","-","-","-","-","-","-","-",
"광명시","광업","2010년 기준년 고정가격_지역내","","-","-","-","-","-","-","-",
"광명시","제조업","산출액(당해년가격)","","6156188","6442606","6143827","5967582","5723080","3800501","3317304",
"광명시","제조업","중간소비","","4339258","4595964","4456344","4347373","4315977","2885829","2457363",
"광명시","제조업","지역내총부가가치(당해년가격)","","1816930","1846642","1687484","1620209","1407103","914673","859941",
"광명시","제조업","고정자본소모","","539616","561638","512596","453570","396571","255931","255088",
"광명시","제조업","지역내순생산","","1277314","1285004","1174887","1166639","1010533","658742","604853",
"광명시","제조업","기타생산세(기타생산보조금 공제)","","14613","14451","12753","12672","12014","7674","6487",
"광명시","제조업","지역내요소소득","","1262700","1270554","1162135","1153967","998518","651068","598366",
"광명시","제조업","2010년 기준년 고정가격_산출액","","7169050","7068415","6742149","6180961","5924300","3859428","3317304",
"광명시","제조업","2010년 기준년 고정가격_지역내","","1803048","1789565","1702832","1553386","1466576","961442","859941",
"광명시","전기, 가스, 증기 및 수도사업","산출액(당해년가격)","","206534","265738","291378","475068","430565","281634","199804",
