"행정구역별(시군구)","거처의종류",2019,2019,2019,2019,2019,2019,2019,2019,2019,2019,2019
"일산서구","계",96236,104634,102943,13,21,1657,285069,280312,117,1462,3178
"일산서구","주택",90830,98841,97456,10,X,1374,273441,270603,92,44,2702
"일산서구","단독주택",3670,11271,10501,X,X,766,23349,21927,30,X,1392
"일산서구","아파트",80514,80599,80173,X,X,423,231528,230659,21,X,848
"일산서구","연립주택",2105,2112,2082,X,X,29,6148,6056,6,X,86
"일산서구","다세대주택",4263,4278,4161,X,X,117,11087,10798,X,X,289
"일산서구","비거주용건물내 주택",278,581,539,X,X,39,1329,1163,35,44,87
"일산서구","주택이외의 거처",5406,5793,5487,X,20,283,11628,9709,25,1418,476
"일산서구","오피스텔",4381,4382,4296,X,X,86,7911,7810,X,X,101
"과천시","계",13390,19023,18901,5,6,111,53036,52389,52,427,168
"과천시","주택",12927,18326,18218,X,X,105,51135,50947,30,X,158
"과천시","단독주택",1711,7032,6953,X,X,77,17098,16975,13,X,110
"과천시","아파트",9009,9014,8993,X,X,21,27551,27514,X,X,37
"과천시","연립주택",276,277,274,X,X,X,849,843,X,X,6
"과천시","다세대주택",1837,1837,1833,X,X,X,5217,5196,17,X,X
"과천시","비거주용건물내 주택",94,166,165,X,X,X,420,419,X,X,X
"과천시","주택이외의 거처",463,697,683,X,6,6,1901,1442,22,427,10
"과천시","오피스텔",73,73,73,X,X,X,190,190,X,X,X
"구리시","계",59415,72624,71974,8,18,624,189723,187625,64,999,1035
"구리시","주택",57693,70364,69813,X,X,548,185460,184456,18,108,878
"구리시","단독주택",5133,17199,16837,X,X,361,35005,34334,X,108,563
"구리시","아파트",44497,44528,44456,X,X,72,129981,129844,X,X,137
"구리시","연립주택",2269,2276,2260,X,X,15,6049,6013,9,X,27
"구리시","다세대주택",5338,5345,5307,X,X,38,12339,12265,X,X,74
"구리시","비거주용건물내 주택",456,1016,953,X,X,62,2086,2000,9,X,77
